

C1 3.9587522 0.4694260 0.0314281 0.0304438 0.0060379 0.0003667 0.0007234 0.0001189 0.0000073 0.0000014 0.0000007 0.0000001 0.0000015 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4744131
C2 0.4694260 3.8004437 0.4893018 0.4959163 0.0194862 0.0018369 0.0056691 0.0007766 0.0000415 0.0000101 0.0000036 0.0000003 0.0000086 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0197620
C3 0.0314281 0.4893018 3.9619315 0.0243108 0.0046764 0.0003033 0.0017431 0.0002472 0.0000141 0.0000027 0.0000035 0.0000005 0.0000026 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0083188
C4 0.0304438 0.4959163 0.0243108 3.8675804 0.5074181 0.0214710 0.0028968 0.0003875 0.0000491 0.0000124 0.0000026 0.0000004 0.0000023 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0041919
C5 0.0060379 0.0194862 0.0046764 0.5074181 3.8806952 0.5028439 0.0232657 0.0061007 0.0010667 0.0002985 0.0000438 0.0000058 0.0000082 0.0000013 0.0000004 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003899
C6 0.0003667 0.0018369 0.0003033 0.0214710 0.5028439 3.8672579 0.4991691 0.0262396 0.0051497 0.0012818 0.0001379 0.0000295 0.0000428 0.0000035 0.0000016 0.0000003 0.0000001 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0001710
C7 0.0007234 0.0056691 0.0017431 0.0028968 0.0232657 0.4991691 3.8654874 0.4735204 0.0284778 0.0060406 0.0016454 0.0001318 0.0002919 0.0000246 0.0000045 0.0000020 0.0000006 0.0000002 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002267
C8 0.0001189 0.0007766 0.0002472 0.0003875 0.0061007 0.0262396 0.4735204 3.8754109 0.4892656 0.0238963 0.0122657 0.0012557 0.0015121 0.0001334 0.0000194 0.0000097 0.0000024 0.0000007 0.0000011 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000449
C9 0.0000073 0.0000415 0.0000141 0.0000491 0.0010667 0.0051497 0.0284778 0.4892656 3.8764821 0.4793495 0.0376397 0.0042303 0.0181487 0.0004315 0.0001935 0.0000635 0.0000113 0.0000050 0.0000056 0.0000019 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000032
C10 0.0000014 0.0000101 0.0000027 0.0000124 0.0002985 0.0012818 0.0060406 0.0238963 0.4793495 3.5996429 0.4113798 0.0122761 0.0139928 0.0040906 0.0003499 0.0000443 0.0000104 0.0000044 0.0000129 0.0000020 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000008
O11 0.0000007 0.0000036 0.0000035 0.0000026 0.0000438 0.0001379 0.0016454 0.0122657 0.0376397 0.4113798 7.8659438 0.4512475 0.1265900 0.0356119 0.0063272 0.0008029 0.0002075 0.0000621 0.0001126 0.0000315 0.0000023 0.0000016 0.0000006 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004
C12 0.0000001 0.0000003 0.0000005 0.0000004 0.0000058 0.0000295 0.0001318 0.0012557 0.0042303 0.0122761 0.4512475 2.9559123 0.6685441 0.4748322 0.0274968 0.0058063 0.0008104 0.0002291 0.0005747 0.0000920 0.0000101 0.0000045 0.0000016 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
O13 0.0000015 0.0000086 0.0000026 0.0000023 0.0000082 0.0000428 0.0002919 0.0015121 0.0181487 0.0139928 0.1265900 0.6685441 8.0798970 0.0531301 0.0116760 0.0161327 0.0013930 0.0004846 0.0004715 0.0000977 0.0000170 0.0000053 0.0000020 0.0000002 0.0000002 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000007
C14 0.0000001 0.0000001 0.0000001 0.0000001 0.0000013 0.0000035 0.0000246 0.0001334 0.0004315 0.0040906 0.0356119 0.4748322 0.0531301 3.8977446 0.4806562 0.0263000 0.0057178 0.0005347 0.0019046 0.0002570 0.0000224 0.0000142 0.0000050 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C15 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004 0.0000016 0.0000045 0.0000194 0.0001935 0.0003499 0.0063272 0.0274968 0.0116760 0.4806562 3.8767565 0.4967803 0.0222197 0.0034756 0.0205268 0.0009040 0.0000664 0.0000443 0.0000083 0.0000015 0.0000003 0.0000002 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000020 0.0000097 0.0000635 0.0000443 0.0008029 0.0058063 0.0161327 0.0263000 0.4967803 3.8701401 0.4925985 0.0257043 0.0117317 0.0048444 0.0005158 0.0001876 0.0000599 0.0000029 0.0000042 0.0000012 0.0000001 0.0000000 0.0000001 0.0000002 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000024 0.0000113 0.0000104 0.0002075 0.0008104 0.0013930 0.0057178 0.0222197 0.4925985 3.8919418 0.4654108 0.0514690 0.0378296 0.0046239 0.0005116 0.0002081 0.0000141 0.0000312 0.0000262 0.0000025 0.0000004 0.0000003 0.0000007 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000007 0.0000050 0.0000044 0.0000621 0.0002291 0.0004846 0.0005347 0.0034756 0.0257043 0.4654108 2.9198670 0.6565839 0.4500613 0.0118376 0.0043472 0.0006912 0.0000735 0.0001182 0.0000666 0.0000074 0.0000011 0.0000015 0.0000050 0.0000000
O19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000011 0.0000056 0.0000129 0.0001126 0.0005747 0.0004715 0.0019046 0.0205268 0.0117317 0.0514690 0.6565839 8.0974386 0.1337743 0.0148350 0.0188453 0.0014802 0.0005152 0.0000511 0.0000521 0.0000061 0.0000055 0.0000040 0.0000193 0.0000000
O20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000019 0.0000020 0.0000315 0.0000920 0.0000977 0.0002570 0.0009040 0.0048444 0.0378296 0.4500613 0.1337743 7.9014082 0.4089937 0.0398651 0.0072268 0.0003200 0.0006029 0.0004755 0.0000427 0.0000110 0.0000140 0.0000555 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000002 0.0000023 0.0000101 0.0000170 0.0000224 0.0000664 0.0005158 0.0046239 0.0118376 0.0148350 0.4089937 3.6214524 0.4833532 0.0241949 0.0028224 0.0058223 0.0035298 0.0003113 0.0000492 0.0000239 0.0002216 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000016 0.0000045 0.0000053 0.0000142 0.0000443 0.0001876 0.0005116 0.0043472 0.0188453 0.0398651 0.4833532 3.8934808 0.4981353 0.0228483 0.0018729 0.0003224 0.0000430 0.0000284 0.0003553 0.0002028 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000006 0.0000016 0.0000020 0.0000050 0.0000083 0.0000599 0.0002081 0.0006912 0.0014802 0.0072268 0.0241949 0.4981353 3.8711615 0.5047592 0.0208735 0.0035883 0.0001815 0.0002652 0.0025163 0.0023603 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000004 0.0000015 0.0000029 0.0000141 0.0000735 0.0005152 0.0003200 0.0028224 0.0228483 0.5047592 3.8870176 0.5073524 0.0204428 0.0012739 0.0006831 0.0085244 0.0002540 0.0000000
C25 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000001 0.0000003 0.0000042 0.0000312 0.0001182 0.0000511 0.0006029 0.0058223 0.0018729 0.0208735 0.5073524 3.8804214 0.5118213 0.0203052 0.0014699 0.0020733 0.0003442 0.0000000
C26 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000012 0.0000262 0.0000666 0.0000521 0.0004755 0.0035298 0.0003224 0.0035883 0.0204428 0.5118213 3.8803078 0.5094837 0.0195808 0.0025765 0.0061096 0.0000000
C27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000001 0.0000025 0.0000074 0.0000061 0.0000427 0.0003113 0.0000430 0.0001815 0.0012739 0.0203052 0.5094837 3.8715910 0.4930802 0.0244219 0.0258258 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004 0.0000011 0.0000055 0.0000110 0.0000492 0.0000284 0.0002652 0.0006831 0.0014699 0.0195808 0.4930802 3.7892668 0.4978517 0.4769579 0.0000000
C29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000001 0.0000003 0.0000015 0.0000040 0.0000140 0.0000239 0.0003553 0.0025163 0.0085244 0.0020733 0.0025765 0.0244219 0.4978517 3.9569714 0.0274981 0.0000000
C30 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000002 0.0000007 0.0000050 0.0000193 0.0000555 0.0002216 0.0002028 0.0023603 0.0002540 0.0003442 0.0061096 0.0258258 0.4769579 0.0274981 3.9720211 0.0000000
