

C11 0.0000047 0.0000060 0.0000010 0.0000023 0.0000126 0.0000893 0.0012466 0.0058389 0.0233075 0.5060291 3.8775127 0.5019201 0.0212589 0.0072136 0.0006730 0.0001133 0.0000362 0.0000030 0.0000541 0.0000073 0.0000006 0.0000001 0.0000000 0.0000001 0.0000022 0.0001574 0.0002313 0.0000288 0.0000114 0.0000043 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000082
C12 0.0000015 0.0000003 0.0000001 0.0000003 0.0000017 0.0000083 0.0000585 0.0003435 0.0022190 0.0218321 0.5019201 3.8787484 0.4893692 0.0396399 0.0068978 0.0009046 0.0002853 0.0000180 0.0001718 0.0000208 0.0000025 0.0000004 0.0000001 0.0000005 0.0000367 0.0014769 0.0022064 0.0002824 0.0001134 0.0000374 0.0000018 0.0000006 0.0000011 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000018
C13 0.0000075 0.0000006 0.0000002 0.0000017 0.0000055 0.0000121 0.0000462 0.0008197 0.0066371 0.0025116 0.0212589 0.4893692 3.5338380 0.4329686 0.0136083 0.0029101 0.0002349 0.0000733 0.0006490 0.0000770 0.0000057 0.0000047 0.0000007 0.0000033 0.0001822 0.0042035 0.0004509 0.0000697 0.0000256 0.0000046 0.0000006 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000070
O14 0.0000017 0.0000001 0.0000001 0.0000005 0.0000016 0.0000034 0.0000087 0.0001729 0.0010476 0.0003617 0.0072136 0.0396399 0.4329686 7.9064212 0.4013015 0.0411318 0.0049066 0.0008670 0.0175388 0.0017130 0.0001031 0.0000093 0.0000023 0.0000115 0.0001110 0.0750891 0.0036026 0.0008296 0.0002327 0.0000395 0.0000072 0.0000013 0.0000007 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000023
C15 0.0000003 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000029 0.0000252 0.0001386 0.0002295 0.0006730 0.0068978 0.0136083 0.4013015 3.1118307 0.4532924 0.0189755 0.0023939 0.0018627 0.0002433 0.0000393 0.0000025 0.0000010 0.0000013 0.0000079 0.4041162 0.0144788 0.0045111 0.0004722 0.0000796 0.0000171 0.0000020 0.0000019 0.0000008 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004
C16 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000019 0.0000236 0.0000367 0.0001133 0.0009046 0.0029101 0.0411318 0.4532924 3.8604707 0.4958952 0.0226648 0.0221805 0.0047039 0.0008382 0.0000332 0.0000166 0.0000070 0.0000923 0.0396593 0.0030616 0.0005880 0.0001896 0.0000395 0.0000044 0.0000009 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000014 0.0000129 0.0000362 0.0002853 0.0002349 0.0049066 0.0189755 0.4958952 3.7955828 0.4969033 0.4743207 0.0230304 0.0050110 0.0001618 0.0001121 0.0000549 0.0020491 0.0029447 0.0002515 0.0000437 0.0001048 0.0000095 0.0000063 0.0000008 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000004 0.0000006 0.0000030 0.0000180 0.0000733 0.0008670 0.0023939 0.0226648 0.4969033 3.9515636 0.0244884 0.0166866 0.0017361 0.0003678 0.0001042 0.0000409 0.0005298 0.0099096 0.0003156 0.0001501 0.0013715 0.0000952 0.0000754 0.0000126 0.0000024 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000002 0.0000003 0.0000014 0.0000026 0.0000541 0.0001718 0.0006490 0.0175388 0.0018627 0.0221805 0.4743207 0.0244884 3.8847408 0.4878363 0.0225255 0.0022710 0.0003749 0.0007320 0.0199522 0.0003807 0.0000479 0.0000116 0.0000711 0.0000053 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000003 0.0000005 0.0000073 0.0000208 0.0000770 0.0017130 0.0002433 0.0047039 0.0230304 0.0166866 0.4878363 3.8670624 0.4977776 0.0193642 0.0053982 0.0058332 0.0036510 0.0000909 0.0000092 0.0000033 0.0000194 0.0000014 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000009 0.0000001 0.0000000 0.0000001 0.0000001 0.0000006 0.0000025 0.0000057 0.0001031 0.0000393 0.0008382 0.0050110 0.0017361 0.0225255 0.4977776 3.8789847 0.4722085 0.0248882 0.0221545 0.0350044 0.0000189 0.0000024 0.0000004 0.0000031 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000017 0.0000006 0.0000001 0.0000003 0.0000000 0.0000001 0.0000004 0.0000047 0.0000093 0.0000025 0.0000332 0.0001618 0.0003678 0.0022710 0.0193642 0.4722085 3.4338685 0.4552467 0.4687476 0.4149542 0.0000022 0.0000002 0.0000002 0.0000014 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000008 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0000001 0.0000007 0.0000023 0.0000010 0.0000166 0.0001121 0.0001042 0.0003749 0.0053982 0.0248882 0.4552467 3.9615356 0.0307371 0.0571403 0.0000011 0.0000001 0.0000000 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000005 0.0000005 0.0000001 0.0000002 0.0000000 0.0000001 0.0000005 0.0000033 0.0000115 0.0000013 0.0000070 0.0000549 0.0000409 0.0007320 0.0058332 0.0221545 0.4687476 0.0307371 3.9640433 0.0526569 0.0000010 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
O25 0.0000004 0.0000005 0.0000003 0.0000037 0.0000099 0.0000623 0.0000928 0.0000198 0.0000310 0.0000050 0.0000022 0.0000367 0.0001822 0.0001110 0.0000079 0.0000923 0.0020491 0.0005298 0.0199522 0.0036510 0.0350044 0.4149542 0.0571403 0.0526569 8.0742968 0.0000047 0.0000007 0.0000004 0.0000023 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003
O26 0.0000003 0.0000000 0.0000001 0.0000000 0.0000001 0.0000002 0.0000011 0.0000172 0.0000698 0.0000404 0.0001574 0.0014769 0.0042035 0.0750891 0.4041162 0.0396593 0.0029447 0.0099096 0.0003807 0.0000909 0.0000189 0.0000022 0.0000011 0.0000010 0.0000047 7.9444428 0.4253354 0.0412378 0.0160261 0.0016273 0.0002148 0.0000379 0.0000123 0.0000038 0.0000005 0.0000002 0.0000001 0.0000000 0.0000000 0.0000004
C27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000008 0.0000044 0.0000075 0.0000919 0.0002313 0.0022064 0.0004509 0.0036026 0.0144788 0.0030616 0.0002515 0.0003156 0.0000479 0.0000092 0.0000024 0.0000002 0.0000001 0.0000001 0.0000007 0.4253354 3.5433396 0.4685415 0.0246193 0.0056857 0.0012268 0.0001493 0.0001370 0.0000533 0.0000033 0.0000020 0.0000007 0.0000002 0.0000000 0.0000001
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000016 0.0000121 0.0000288 0.0002824 0.0000697 0.0008296 0.0045111 0.0005880 0.0000437 0.0001501 0.0000116 0.0000033 0.0000004 0.0000002 0.0000000 0.0000000 0.0000004 0.0412378 0.4685415 3.8871484 0.4884090 0.0231526 0.0089465 0.0009002 0.0005067 0.0001519 0.0000201 0.0000074 0.0000024 0.0000007 0.0000001 0.0000000
C29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000008 0.0000049 0.0000114 0.0001134 0.0000256 0.0002327 0.0004722 0.0001896 0.0001048 0.0013715 0.0000711 0.0000194 0.0000031 0.0000014 0.0000003 0.0000001 0.0000023 0.0160261 0.0246193 0.4884090 3.8732841 0.4890231 0.0251345 0.0058510 0.0013286 0.0002129 0.0000321 0.0000038 0.0000011 0.0000004 0.0000002 0.0000000
C30 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000017 0.0000043 0.0000374 0.0000046 0.0000395 0.0000796 0.0000395 0.0000095 0.0000952 0.0000053 0.0000014 0.0000002 0.0000001 0.0000000 0.0000000 0.0000002 0.0016273 0.0056857 0.0231526 0.4890231 3.8673179 0.4942670 0.0246386 0.0114874 0.0015057 0.0000950 0.0000228 0.0000063 0.0000011 0.0000005 0.0000000
C31 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000018 0.0000006 0.0000072 0.0000171 0.0000044 0.0000063 0.0000754 0.0000009 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0002148 0.0012268 0.0089465 0.0251345 0.4942670 3.8758448 0.4899166 0.0247325 0.0061260 0.0011219 0.0002489 0.0000955 0.0000248 0.0000053 0.0000000
C32 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000001 0.0000013 0.0000020 0.0000009 0.0000008 0.0000126 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000379 0.0001493 0.0009002 0.0058510 0.0246386 0.4899166 3.8741941 0.4946600 0.0249784 0.0055353 0.0012894 0.0002195 0.0000796 0.0000190 0.0000000
C33 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000011 0.0000001 0.0000007 0.0000019 0.0000004 0.0000003 0.0000024 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000123 0.0001370 0.0005067 0.0013286 0.0114874 0.0247325 0.4946600 3.8695578 0.4800045 0.0291227 0.0058564 0.0011088 0.0002365 0.0000851 0.0000000
C34 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000000 0.0000003 0.0000008 0.0000001 0.0000001 0.0000007 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000038 0.0000533 0.0001519 0.0002129 0.0015057 0.0061260 0.0249784 0.4800045 3.8820153 0.4850470 0.0248476 0.0060161 0.0011174 0.0011971 0.0000000
C35 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000005 0.0000033 0.0000201 0.0000321 0.0000950 0.0011219 0.0055353 0.0291227 0.4850470 3.8680371 0.4909032 0.0251661 0.0056805 0.0109126 0.0000000
C36 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000020 0.0000074 0.0000038 0.0000228 0.0002489 0.0012894 0.0058564 0.0248476 0.4909032 3.8676643 0.4788800 0.0283103 0.0253488 0.0000000
C37 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000024 0.0000011 0.0000063 0.0000955 0.0002195 0.0011088 0.0060161 0.0251661 0.4788800 3.7998290 0.4881822 0.4884319 0.0000000
C38 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000007 0.0000004 0.0000011 0.0000248 0.0000796 0.0002365 0.0011174 0.0056805 0.0283103 0.4881822 3.9706594 0.0288273 0.0000000
C39 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000053 0.0000190 0.0000851 0.0011971 0.0109126 0.0253488 0.4884319 0.0288273 3.9544178 0.0000000
