

C1 4.1031324 0.5413228 0.0237820 0.0159892 0.4739211
S2 0.5413228 14.4107636 0.6098045 0.1036095 0.0284302
C3 0.0237820 0.6098045 3.4352138 1.2132536 0.0038129
N4 0.0159892 0.1036095 1.2132536 6.7196635 0.0023853
