

C1 3.9804515 0.5150438 0.0256575 0.0335288 0.0038819 0.0105084 0.0012597 0.0001935 0.0002568 0.0000336 0.0000184 0.0000051 0.0000018 0.0000004 0.0000013 0.0000004 0.0000014 0.4706840
C2 0.5150438 3.8761439 0.4973682 0.8758398 0.0307895 0.0040333 0.0005910 0.0004394 0.0002696 0.0000277 0.0000149 0.0000031 0.0000010 0.0000003 0.0000006 0.0000002 0.0000009 0.0194341
C3 0.0256575 0.4973682 3.9693704 0.0365377 0.0057807 0.0003851 0.0001271 0.0000477 0.0000605 0.0000071 0.0000022 0.0000005 0.0000003 0.0000001 0.0000001 0.0000001 0.0000001 0.0108493
C4 0.0335288 0.8758398 0.0365377 3.9740701 0.5264303 0.0213228 0.0053438 0.0006776 0.0015672 0.0002301 0.0000343 0.0000073 0.0000055 0.0000017 0.0000012 0.0000007 0.0000018 0.0053451
C5 0.0038819 0.0307895 0.0057807 0.5264303 3.8723627 0.4970535 0.0268630 0.0063474 0.0096947 0.0008801 0.0002897 0.0000520 0.0000230 0.0000051 0.0000041 0.0000035 0.0000065 0.0002901
C6 0.0105084 0.0040333 0.0003851 0.0213228 0.4970535 3.8659940 0.4922212 0.0208923 0.0345654 0.0058818 0.0008501 0.0002787 0.0001103 0.0000244 0.0000629 0.0000156 0.0000811 0.0014680
C7 0.0012597 0.0005910 0.0001271 0.0053438 0.0268630 0.4922212 3.8963231 0.5084224 0.8665880 0.0326284 0.0110160 0.0021583 0.0006388 0.0001306 0.0002226 0.0001303 0.0003532 0.0003022
C8 0.0001935 0.0004394 0.0000477 0.0006776 0.0063474 0.0208923 0.5084224 3.9611960 0.0332017 0.0145230 0.0012924 0.0001812 0.0000574 0.0000165 0.0000334 0.0000199 0.0001166 0.0000470
C9 0.0002568 0.0002696 0.0000605 0.0015672 0.0096947 0.0345654 0.8665880 0.0332017 3.9554187 0.5101464 0.0285894 0.0059156 0.0014544 0.0001975 0.0006877 0.0002294 0.0014375 0.0000604
C10 0.0000336 0.0000277 0.0000071 0.0002301 0.0008801 0.0058818 0.0326284 0.0145230 0.5101464 3.8796252 0.4802637 0.0313438 0.0084209 0.0010749 0.0031158 0.0011295 0.0088122 0.0000072
C11 0.0000184 0.0000149 0.0000022 0.0000343 0.0002897 0.0008501 0.0110160 0.0012924 0.0285894 0.4802637 3.8816044 0.4962209 0.0258105 0.0046355 0.0033098 0.0046013 0.0274915 0.0000052
C12 0.0000051 0.0000031 0.0000005 0.0000073 0.0000520 0.0002787 0.0021583 0.0001812 0.0059156 0.0313438 0.4962209 3.8810669 0.6780495 0.0351631 0.0547082 0.0351070 0.6710278 0.0000015
C13 0.0000018 0.0000010 0.0000003 0.0000055 0.0000230 0.0001103 0.0006388 0.0000574 0.0014544 0.0084209 0.0258105 0.6780495 3.9594018 0.6791279 0.0613345 0.0454355 0.0346182 0.0000005
C14 0.0000004 0.0000003 0.0000001 0.0000017 0.0000051 0.0000244 0.0001306 0.0000165 0.0001975 0.0010749 0.0046355 0.0351631 0.6791279 3.5555728 0.6534036 0.0243789 0.0479672 0.0000002
N15 0.0000013 0.0000006 0.0000001 0.0000012 0.0000041 0.0000629 0.0002226 0.0000334 0.0006877 0.0031158 0.0033098 0.0547082 0.0613345 0.6534036 6.5603182 0.6509302 0.0616624 0.0000005
C16 0.0000004 0.0000002 0.0000001 0.0000007 0.0000035 0.0000156 0.0001303 0.0000199 0.0002294 0.0011295 0.0046013 0.0351070 0.0454355 0.0243789 0.6509302 3.5222201 0.6812273 0.0000002
C17 0.0000014 0.0000009 0.0000001 0.0000018 0.0000065 0.0000811 0.0003532 0.0001166 0.0014375 0.0088122 0.0274915 0.6710278 0.0346182 0.0479672 0.0616624 0.6812273 3.9720891 0.0000005
