

C1 3.9623558 0.4946880 0.0281704 0.0061825 0.0013623 0.0002752 0.0002970 0.0000803 0.0000034 0.0000023 0.4757303
C2 0.4946880 3.8713621 0.4837358 0.0300281 0.0052894 0.0035916 0.0006218 0.0002103 0.0000225 0.0000061 0.0219111
C3 0.0281704 0.4837358 3.8552547 0.4894511 0.0177335 0.0279797 0.0039917 0.0010480 0.0000764 0.0000264 0.0079891
C4 0.0061825 0.0300281 0.4894511 3.9251421 0.4686129 0.0642060 0.0284578 0.0045726 0.0004200 0.0001410 0.0008307
C5 0.0013623 0.0052894 0.0177335 0.4686129 3.2148900 0.7006263 0.4807345 0.0201455 0.0045139 0.0007286 0.0000626
O6 0.0002752 0.0035916 0.0279797 0.0642060 0.7006263 8.1268290 0.0547443 0.0157919 0.0171118 0.0012596 0.0000836
C7 0.0002970 0.0006218 0.0039917 0.0284578 0.4807345 0.0547443 3.9257504 0.4990612 0.0248961 0.0062063 0.0000195
C8 0.0000803 0.0002103 0.0010480 0.0045726 0.0201455 0.0157919 0.4990612 3.8669648 0.4895450 0.0305544 0.0000052
C9 0.0000034 0.0000225 0.0000764 0.0004200 0.0045139 0.0171118 0.0248961 0.4895450 3.8859262 0.4910400 0.0000007
C10 0.0000023 0.0000061 0.0000264 0.0001410 0.0007286 0.0012596 0.0062063 0.0305544 0.4910400 3.9572306 0.0000003
