

C1 3.9644705 0.4971502 0.0264275 0.0058624 0.0011073 0.0001627 0.0000275 0.0000432 0.0000068 0.0000009 0.0000002 0.0000011 0.4790913
C2 0.4971502 3.8656150 0.4920684 0.0229288 0.0081513 0.0009750 0.0001213 0.0003514 0.0000537 0.0000080 0.0000017 0.0000063 0.0232312
C3 0.0264275 0.4920684 3.8708556 0.4918626 0.0236094 0.0053787 0.0011240 0.0001567 0.0000237 0.0000040 0.0000007 0.0000168 0.0065451
C4 0.0058624 0.0229288 0.4918626 3.8697936 0.4921593 0.0231106 0.0090892 0.0015963 0.0001807 0.0000254 0.0000064 0.0000960 0.0014471
C5 0.0011073 0.0081513 0.0236094 0.4921593 3.8700225 0.4938209 0.0238409 0.0079283 0.0009033 0.0001868 0.0000551 0.0005584 0.0000632
C6 0.0001627 0.0009750 0.0053787 0.0231106 0.4938209 3.8687874 0.4949618 0.0232432 0.0069840 0.0006945 0.0002076 0.0015418 0.0000316
C7 0.0000275 0.0001213 0.0011240 0.0090892 0.0238409 0.4949618 3.8958784 0.4795648 0.0392539 0.0040912 0.0005024 0.0186765 0.0000074
C8 0.0000432 0.0003514 0.0001567 0.0015963 0.0079283 0.0232432 0.4795648 3.6162728 0.4092161 0.0120121 0.0045746 0.0148797 0.0000027
O9 0.0000068 0.0000537 0.0000237 0.0001807 0.0009033 0.0069840 0.0392539 0.4092161 7.9140581 0.4478665 0.0367772 0.1361629 0.0000019
C10 0.0000009 0.0000080 0.0000040 0.0000254 0.0001868 0.0006945 0.0040912 0.0120121 0.4478665 2.9341078 0.4781352 0.6705394 0.0000003
C11 0.0000002 0.0000017 0.0000007 0.0000064 0.0000551 0.0002076 0.0005024 0.0045746 0.0367772 0.4781352 3.9841986 0.0564304 0.0000001
O12 0.0000011 0.0000063 0.0000168 0.0000960 0.0005584 0.0015418 0.0186765 0.0148797 0.1361629 0.6705394 0.0564304 8.1128221 0.0000008
