

C1 3.9641215 0.5119951 0.0242257 0.0310596 0.0050941 0.0008325 0.0000672 0.0000367 0.0005546 0.0016861 0.0187954 0.0001507 0.0000563 0.0000299 0.0000938 0.4740901
C2 0.5119951 3.8964011 0.5083037 0.8412049 0.0316992 0.0070122 0.0003336 0.0002790 0.0009236 0.0061721 0.0363304 0.0008534 0.0001075 0.0002722 0.0000938 0.0192579
C3 0.0242257 0.5083037 3.9701400 0.0329855 0.0169056 0.0015247 0.0003325 0.0000335 0.0003587 0.0009881 0.0055611 0.0001677 0.0000137 0.0000392 0.0000280 0.0080649
C4 0.0310596 0.8412049 0.0329855 3.8936120 0.5019327 0.0252491 0.0018400 0.0005458 0.0083253 0.0254103 0.4993595 0.0035026 0.0004606 0.0005719 0.0004160 0.0047264
C5 0.0050941 0.0316992 0.0169056 0.5019327 3.8787248 0.4892580 0.0220928 0.0034855 0.0078608 0.0057444 0.0177830 0.0002604 0.0000926 0.0001029 0.0003757 0.0006778
C6 0.0008325 0.0070122 0.0015247 0.0252491 0.4892580 3.8595955 0.4918716 0.0237356 0.0215217 0.0040939 0.0046767 0.0002501 0.0000851 0.0005788 0.0047351 0.0002416
C7 0.0000672 0.0003336 0.0003325 0.0018400 0.0220928 0.4918716 3.8004373 0.4833597 0.5018806 0.0272692 0.0022898 0.0051764 0.0007633 0.0033073 0.0197528 0.0000194
C8 0.0000367 0.0002790 0.0000335 0.0005458 0.0034855 0.0237356 0.4833597 3.9491761 0.0283529 0.0084308 0.0003973 0.0007726 0.0003968 0.0018278 0.0133082 0.0000059
C9 0.0005546 0.0009236 0.0003587 0.0083253 0.0078608 0.0215217 0.5018806 0.0283529 3.9266107 0.8349895 0.0298033 0.0334715 0.0122794 0.0303086 0.4830363 0.0001635
C10 0.0016861 0.0061721 0.0009881 0.0254103 0.0057444 0.0040939 0.0272692 0.0084308 0.8349895 3.8997909 0.5136333 0.4809180 0.0266100 0.0304823 0.0347284 0.0004668
C11 0.0187954 0.0363304 0.0055611 0.4993595 0.0177830 0.0046767 0.0022898 0.0003973 0.0298033 0.5136333 3.8866760 0.0212072 0.0024577 0.0036835 0.0055628 0.0030752
C12 0.0001507 0.0008534 0.0001677 0.0035026 0.0002604 0.0002501 0.0051764 0.0007726 0.0334715 0.4809180 0.0212072 3.8089856 0.4916072 0.4717054 0.0284248 0.0000320
C13 0.0000563 0.0001075 0.0000137 0.0004606 0.0000926 0.0000851 0.0007633 0.0003968 0.0122794 0.0266100 0.0024577 0.4916072 3.9706913 0.0248134 0.0071975 0.0000050
C14 0.0000299 0.0002722 0.0000392 0.0005719 0.0001029 0.0005788 0.0033073 0.0018278 0.0303086 0.0304823 0.0036835 0.4717054 0.0248134 3.8739950 0.4855892 0.0000047
C15 0.0000938 0.0000938 0.0000280 0.0004160 0.0003757 0.0047351 0.0197528 0.0133082 0.4830363 0.0347284 0.0055628 0.0284248 0.0071975 0.4855892 3.8875225 0.0000409
