

C1 3.9585343 0.4978967 0.0255136 0.0235620 0.0009100 0.4795023
C2 0.4978967 3.8613563 0.4985098 0.0392076 0.0042989 0.0209552
C3 0.0255136 0.4985098 3.9771560 0.5328008 0.0203187 0.0053117
S4 0.0235620 0.0392076 0.5328008 14.6801726 0.5547231 0.0026746
C5 0.0009100 0.0042989 0.0203187 0.5547231 4.0738722 0.0002738
