

C1 3.9595495 0.5179251 0.0200281 0.0063530 0.0009055 0.0002785 0.0000353 0.0004866 0.0027174 0.0163705 0.4706463
C2 0.5179251 3.8737408 0.5081343 0.0468981 0.0043670 0.0029709 0.0004165 0.0058702 0.0224709 0.0046680 0.0249538
C3 0.0200281 0.5081343 3.5554938 0.6077302 0.0250195 0.0432497 0.0028708 0.0506783 0.6479389 0.0272016 0.0061434
N4 0.0063530 0.0468981 0.6077302 6.5347871 0.6751316 0.0569343 0.0069453 0.0658848 0.0569490 0.0072094 0.0009098
C5 0.0009055 0.0043670 0.0250195 0.6751316 3.5014808 0.6185214 0.0260500 0.0550118 0.0422836 0.0027957 0.0001606
C6 0.0002785 0.0029709 0.0432497 0.0569343 0.6185214 3.5097792 0.4997984 0.6509737 0.0234693 0.0048184 0.0000667
C7 0.0000353 0.0004165 0.0028708 0.0069453 0.0260500 0.4997984 3.9916722 0.0419962 0.0052646 0.0004098 0.0000098
N8 0.0004866 0.0058702 0.0506783 0.0658848 0.0550118 0.6509737 0.0419962 6.4861902 0.6261595 0.0436342 0.0001634
C9 0.0027174 0.0224709 0.6479389 0.0569490 0.0422836 0.0234693 0.0052646 0.6261595 3.5012603 0.5073590 0.0003056
C10 0.0163705 0.0046680 0.0272016 0.0072094 0.0027957 0.0048184 0.0004098 0.0436342 0.5073590 3.9825852 0.0023094
