

C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000007 0.0000081 0.0000040 0.0000262 0.0003058 0.0005505 0.0048598 0.0209904 0.4811700 3.0073586 0.6868864 0.4373253 0.0121583 0.0041085 0.0005773 0.0007498 0.0002132 0.0000297 0.0000257 0.0000725 0.0000145 0.0001195 0.0000431 0.0000000
O17 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000009 0.0000054 0.0000035 0.0000195 0.0001403 0.0001557 0.0009445 0.0088107 0.0525375 0.6868864 8.0624620 0.1393581 0.0245984 0.0023991 0.0012701 0.0002920 0.0002558 0.0000913 0.0001547 0.0001756 0.0001396 0.0001606 0.0001056 0.0000001
O18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000007 0.0000038 0.0000164 0.0000902 0.0004815 0.0010312 0.0146342 0.0082595 0.0278290 0.4373253 0.1393581 7.8637426 0.4101467 0.0332618 0.0170039 0.0051134 0.0017436 0.0004675 0.0002152 0.0010309 0.0001123 0.0016995 0.0005408 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000007 0.0000044 0.0000181 0.0000295 0.0004361 0.0003471 0.0040889 0.0121583 0.0245984 0.4101467 3.6151302 0.4608304 0.0432335 0.0219060 0.0126603 0.0025128 0.0007094 0.0060159 0.0005080 0.0123098 0.0033809 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000017 0.0000074 0.0000530 0.0000601 0.0005086 0.0041085 0.0023991 0.0332618 0.4608304 3.4638586 0.4410722 0.4361529 0.0309379 0.0046248 0.0050981 0.0071290 0.0015817 0.0213335 0.0060697 0.0000000
O21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000002 0.0000007 0.0000060 0.0000181 0.0000368 0.0002118 0.0008492 0.0000998 0.0000606 0.0005773 0.0012701 0.0170039 0.0432335 0.4410722 8.1169177 0.0435797 0.0213668 0.0010985 0.0009353 0.0025344 0.0007798 0.0062412 0.0013346 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000005 0.0000046 0.0000164 0.0000109 0.0002545 0.0007498 0.0002920 0.0051134 0.0219060 0.4361529 0.0435797 3.5303254 0.4195080 0.0133496 0.0100585 0.0289897 0.0074382 0.4729627 0.0289781 0.0000000
O23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000011 0.0000061 0.0000050 0.0000382 0.0002132 0.0002558 0.0017436 0.0126603 0.0309379 0.0213668 0.4195080 7.8106755 0.4368898 0.1108869 0.0513939 0.0080401 0.0535243 0.0102744 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000034 0.0000018 0.0000058 0.0000297 0.0000913 0.0004675 0.0025128 0.0046248 0.0010985 0.0133496 0.4368898 2.9020246 0.7004841 0.4993707 0.0280192 0.0442987 0.0099911 0.0000000
O25 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000006 0.0000036 0.0000016 0.0000039 0.0000257 0.0001547 0.0002152 0.0007094 0.0050981 0.0009353 0.0100585 0.1108869 0.7004841 8.0407564 0.0517330 0.0147680 0.0310426 0.0091095 0.0000000
C26 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000011 0.0000021 0.0000229 0.0000032 0.0000114 0.0000725 0.0001756 0.0010309 0.0060159 0.0071290 0.0025344 0.0289897 0.0513939 0.4993707 0.0517330 3.5159371 0.4676028 0.7623254 0.0632823 0.0000000
O27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000007 0.0000047 0.0000013 0.0000027 0.0000145 0.0001396 0.0001123 0.0005080 0.0015817 0.0007798 0.0074382 0.0080401 0.0280192 0.0147680 0.4676028 8.0660025 0.0623540 0.0222812 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000010 0.0000022 0.0000204 0.0000035 0.0000424 0.0001195 0.0001606 0.0016995 0.0123098 0.0213335 0.0062412 0.4729627 0.0535243 0.0442987 0.0310426 0.7623254 0.0623540 3.5649845 0.4665421 0.0000000
O29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000006 0.0000011 0.0000086 0.0000013 0.0000072 0.0000431 0.0001056 0.0005408 0.0033809 0.0060697 0.0013346 0.0289781 0.0102744 0.0099911 0.0091095 0.0632823 0.0222812 0.4665421 8.1246127 0.0000000
