

C1 3.9633345 0.5051720 0.0222814 0.0077522 0.0033006 0.0013338 0.0072386 0.0093360 0.0062162 0.4687449
C2 0.5051720 3.8667971 0.4896692 0.0242647 0.0210359 0.0129995 0.0028767 0.0012806 0.0005855 0.0219161
C3 0.0222814 0.4896692 3.8029467 0.4882516 0.4578537 0.0385682 0.0227314 0.0131365 0.0031927 0.0013702
C4 0.0077522 0.0242647 0.4882516 3.9502669 0.0236917 0.0068196 0.0032866 0.0292715 0.0010425 0.0004899
C5 0.0033006 0.0210359 0.4578537 0.0236917 3.4678254 0.4430838 0.4535294 0.0490017 0.0281303 0.0011687
O6 0.0013338 0.0129995 0.0385682 0.0068196 0.4430838 8.1060500 0.0410371 0.0120554 0.0246127 0.0014100
C7 0.0072386 0.0028767 0.0227314 0.0032866 0.4535294 0.0410371 2.9563136 0.6763757 0.4324331 0.0061949
O8 0.0093360 0.0012806 0.0131365 0.0292715 0.0490017 0.0120554 0.6763757 8.0690065 0.1480189 0.0039538
O9 0.0062162 0.0005855 0.0031927 0.0010425 0.0281303 0.0246127 0.4324331 0.1480189 8.0980913 0.0124179
