

C1 3.9549961 0.4673511 0.0286547 0.0021186 0.0006499 0.0054786 0.0012933 0.0300753 0.0003963 0.0001511 0.0001164 0.0000147 0.0000552 0.0006266 0.0039408 0.0291588 0.4728654
C2 0.4673511 3.7766299 0.4647025 0.0195224 0.0040786 0.0170799 0.0077480 0.4848272 0.0019344 0.0001686 0.0004093 0.0000463 0.0002065 0.0046005 0.0197495 0.4835497 0.0184994
C3 0.0286547 0.4647025 3.8817029 0.4904912 0.0262742 0.0052799 0.0012028 0.0215456 0.0003635 0.0000759 0.0002286 0.0000207 0.0000823 0.0017520 0.0016568 0.0249239 0.0017387
C4 0.0021186 0.0195224 0.4904912 3.8669282 0.4813770 0.0223764 0.0044635 0.0186384 0.0034363 0.0006757 0.0000739 0.0000315 0.0000800 0.0003467 0.0003003 0.0031040 0.0008622
C5 0.0006499 0.0040786 0.0262742 0.4813770 3.8912571 0.4733545 0.0502554 0.0188814 0.0185074 0.0052141 0.0009124 0.0000747 0.0004547 0.0072593 0.0005563 0.0002767 0.0001740
C6 0.0054786 0.0170799 0.0052799 0.0223764 0.4733545 3.4927383 0.4196395 0.4505051 0.4706840 0.0195123 0.0055899 0.0016269 0.0009275 0.0222962 0.0016482 0.0009492 0.0008542
O7 0.0012933 0.0077480 0.0012028 0.0044635 0.0502554 0.4196395 8.0350805 0.0530334 0.0407332 0.0063531 0.0015404 0.0003158 0.0001097 0.0079668 0.0005787 0.0005612 0.0002054
C8 0.0300753 0.4848272 0.0215456 0.0186384 0.0188814 0.4505051 0.0530334 3.8756516 0.0263873 0.0057656 0.0005863 0.0001373 0.0001289 0.0040919 0.0077244 0.0197972 0.0105256
C9 0.0003963 0.0019344 0.0003635 0.0034363 0.0185074 0.4706840 0.0407332 0.0263873 3.7967664 0.4856786 0.0442038 0.0052414 0.0079871 0.4564355 0.0266129 0.0020289 0.0002001
C10 0.0001511 0.0001686 0.0000759 0.0006757 0.0052141 0.0195123 0.0063531 0.0057656 0.4856786 3.9197372 0.4578584 0.0273818 0.0224749 0.0438554 0.0054397 0.0005419 0.0001139
C11 0.0001164 0.0004093 0.0002286 0.0000739 0.0009124 0.0055899 0.0015404 0.0005863 0.0442038 0.4578584 3.7590383 0.4926490 0.4860137 0.4613598 0.0187384 0.0053626 0.0000363
C12 0.0000147 0.0000463 0.0000207 0.0000315 0.0000747 0.0016269 0.0003158 0.0001373 0.0052414 0.0273818 0.4926490 3.9601889 0.0271398 0.0226315 0.0016664 0.0003946 0.0000047
C13 0.0000552 0.0002065 0.0000823 0.0000800 0.0004547 0.0009275 0.0001097 0.0001289 0.0079871 0.0224749 0.4860137 0.0271398 3.9591662 0.0195555 0.0121033 0.0015132 0.0000159
C14 0.0006266 0.0046005 0.0017520 0.0003467 0.0072593 0.0222962 0.0079668 0.0040919 0.4564355 0.0438554 0.4613598 0.0226315 0.0195555 3.8439915 0.4910130 0.0246142 0.0000897
C15 0.0039408 0.0197495 0.0016568 0.0003003 0.0005563 0.0016482 0.0005787 0.0077244 0.0266129 0.0054397 0.0187384 0.0016664 0.0121033 0.4910130 3.8592589 0.4956894 0.0010723
C16 0.0291588 0.4835497 0.0249239 0.0031040 0.0002767 0.0009492 0.0005612 0.0197972 0.0020289 0.0005419 0.0053626 0.0003946 0.0015132 0.0246142 0.4956894 3.8712769 0.0049851
