

C1 3.9530195 0.5265237 0.0309097 0.0057539 0.0068763 0.0414051 0.0018052 0.0001643 0.0000259 0.0000096 0.0000015 0.0000004 0.4798417
C2 0.5265237 3.9269436 0.8331486 0.0341854 0.0435125 0.0406119 0.0107257 0.0010304 0.0001713 0.0000616 0.0000155 0.0000023 0.0237534
C3 0.0309097 0.8331486 3.8941114 0.5037889 0.5132515 0.0517435 0.0333052 0.0037374 0.0005570 0.0002606 0.0000709 0.0000031 0.0048612
C4 0.0057539 0.0341854 0.5037889 3.9842131 0.0198600 0.0071189 0.0122457 0.0004959 0.0000583 0.0000144 0.0000036 0.0000007 0.0008064
C5 0.0068763 0.0435125 0.5132515 0.0198600 2.9644601 0.6540806 0.4397095 0.0117682 0.0044541 0.0008905 0.0002084 0.0000189 0.0005454
O6 0.0414051 0.0406119 0.0517435 0.0071189 0.6540806 8.0512582 0.1288219 0.0245663 0.0026198 0.0004168 0.0000532 0.0000250 0.0053406
O7 0.0018052 0.0107257 0.0333052 0.0122457 0.4397095 0.1288219 7.8793727 0.4124815 0.0378050 0.0067413 0.0012191 0.0001160 0.0003415
C8 0.0001643 0.0010304 0.0037374 0.0004959 0.0117682 0.0245663 0.4124815 3.5871879 0.4839059 0.0271706 0.0053678 0.0010771 0.0000504
C9 0.0000259 0.0001713 0.0005570 0.0000583 0.0044541 0.0026198 0.0378050 0.4839059 3.8765278 0.4868102 0.0234449 0.0089066 0.0000076
C10 0.0000096 0.0000616 0.0002606 0.0000144 0.0008905 0.0004168 0.0067413 0.0271706 0.4868102 3.8707048 0.4926636 0.0244789 0.0000036
C11 0.0000015 0.0000155 0.0000709 0.0000036 0.0002084 0.0000532 0.0012191 0.0053678 0.0234449 0.4926636 3.8467068 0.5006272 0.0000005
C12 0.0000004 0.0000023 0.0000031 0.0000007 0.0000189 0.0000250 0.0001160 0.0010771 0.0089066 0.0244789 0.5006272 3.9657449 0.0000002
