

C1 3.9701837 0.5014032 0.0203122 0.0096184 0.0085107 0.0073527 0.0007669 0.0000865 0.0000648 0.0000424 0.0000054 0.0000018 0.0000015 0.0000010 0.0000001 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.4652239
C2 0.5014032 3.8739570 0.4518637 0.0234323 0.0544346 0.0232602 0.0051827 0.0004773 0.0003511 0.0000970 0.0000410 0.0000081 0.0000072 0.0000050 0.0000020 0.0000008 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0188055
C3 0.0203122 0.4518637 3.4476401 0.4720574 0.4149164 0.4692150 0.0201011 0.0030618 0.0007387 0.0001767 0.0001248 0.0000408 0.0000122 0.0000106 0.0000064 0.0000014 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0062510
C4 0.0096184 0.0234323 0.4720574 3.9625283 0.0420398 0.0224406 0.0050741 0.0190293 0.0101536 0.0013582 0.0006948 0.0002029 0.0001515 0.0000943 0.0000049 0.0000090 0.0000034 0.0000006 0.0000003 0.0000001 0.0000000 0.0100491
O5 0.0085107 0.0544346 0.4149164 0.0420398 8.0554467 0.0477761 0.0119838 0.0009808 0.0005436 0.0045095 0.0001003 0.0000255 0.0000110 0.0000052 0.0000012 0.0000155 0.0000040 0.0000005 0.0000005 0.0000002 0.0000001 0.0009763
C6 0.0073527 0.0232602 0.4692150 0.0224406 0.0477761 3.8751148 0.4966978 0.0223448 0.0086255 0.0010285 0.0008180 0.0002236 0.0001330 0.0000529 0.0000116 0.0000065 0.0000019 0.0000003 0.0000002 0.0000001 0.0000000 0.0047501
C7 0.0007669 0.0051827 0.0201011 0.0050741 0.0119838 0.4966978 3.8873132 0.5168160 0.0324691 0.0141797 0.0053558 0.0009838 0.0003505 0.0002082 0.0000725 0.0000353 0.0000056 0.0000008 0.0000004 0.0000004 0.0000001 0.0003872
C8 0.0000865 0.0004773 0.0030618 0.0190293 0.0009808 0.0223448 0.5168160 3.9414458 0.8442460 0.0317449 0.0343611 0.0108986 0.0091146 0.0037201 0.0003358 0.0002424 0.0001025 0.0000145 0.0000057 0.0000029 0.0000010 0.0000947
C9 0.0000648 0.0003511 0.0007387 0.0101536 0.0005436 0.0086255 0.0324691 0.8442460 3.8675187 0.5056299 0.5016452 0.0250685 0.0178426 0.0072101 0.0003111 0.0005812 0.0001342 0.0000275 0.0000090 0.0000022 0.0000017 0.0000284
C10 0.0000424 0.0000970 0.0001767 0.0013582 0.0045095 0.0010285 0.0141797 0.0317449 0.5056299 3.9725193 0.0222279 0.0063001 0.0017970 0.0016823 0.0000778 0.0047305 0.0005842 0.0000506 0.0000251 0.0000058 0.0000019 0.0000221
C11 0.0000054 0.0000410 0.0001248 0.0006948 0.0001003 0.0008180 0.0053558 0.0343611 0.5016452 0.0222279 3.8687228 0.4774585 0.0289606 0.0113082 0.0008615 0.0009267 0.0003904 0.0000587 0.0000356 0.0000104 0.0000062 0.0000029
C12 0.0000018 0.0000081 0.0000408 0.0002029 0.0000255 0.0002236 0.0009838 0.0108986 0.0250685 0.0063001 0.4774585 3.8722471 0.5114821 0.0314543 0.0061940 0.0095538 0.0008308 0.0001540 0.0000653 0.0000706 0.0000102 0.0000009
C13 0.0000015 0.0000072 0.0000122 0.0001515 0.0000110 0.0001330 0.0003505 0.0091146 0.0178426 0.0017970 0.0289606 0.5114821 3.9347384 0.8672884 0.0362876 0.0314888 0.0110262 0.0018022 0.0008372 0.0000929 0.0001333 0.0000006
C14 0.0000010 0.0000050 0.0000106 0.0000943 0.0000052 0.0000529 0.0002082 0.0037201 0.0072101 0.0016823 0.0113082 0.0314543 0.8672884 3.8812868 0.4982293 0.5058893 0.0260114 0.0053398 0.0018320 0.0001691 0.0002345 0.0000005
C15 0.0000001 0.0000020 0.0000064 0.0000049 0.0000012 0.0000116 0.0000725 0.0003358 0.0003111 0.0000778 0.0008615 0.0061940 0.0362876 0.4982293 3.9723768 0.0229588 0.0073442 0.0008767 0.0003564 0.0000353 0.0000519 0.0000001
C16 0.0000003 0.0000008 0.0000014 0.0000090 0.0000155 0.0000065 0.0000353 0.0002424 0.0005812 0.0047305 0.0009267 0.0095538 0.0314888 0.5058893 0.0229588 3.8728408 0.4794928 0.0285195 0.0106119 0.0013203 0.0008693 0.0000002
C17 0.0000001 0.0000001 0.0000002 0.0000034 0.0000040 0.0000019 0.0000056 0.0001025 0.0001342 0.0005842 0.0003904 0.0008308 0.0110262 0.0260114 0.0073442 0.4794928 3.8745035 0.5080528 0.0327522 0.0148630 0.0059337 0.0000001
C18 0.0000000 0.0000001 0.0000001 0.0000006 0.0000005 0.0000003 0.0000008 0.0000145 0.0000275 0.0000506 0.0000587 0.0001540 0.0018022 0.0053398 0.0008767 0.0285195 0.5080528 3.9568572 0.8655075 0.0331348 0.0370668 0.0000001
