

C1 4.0450390 0.8862073 0.0376024 0.0336661 0.0104209 0.0019287 0.0002295 0.0000679 0.0001179 0.0020708 0.0104286 0.4849221
C2 0.8862073 3.8958870 0.5111630 0.4840270 0.0284090 0.0050464 0.0005224 0.0002102 0.0001344 0.0050976 0.0293660 0.0315718
C3 0.0376024 0.5111630 3.9585717 0.0188411 0.0064311 0.0005231 0.0001296 0.0000200 0.0000346 0.0007056 0.0081148 0.0065588
C4 0.0336661 0.4840270 0.0188411 3.8073401 0.4880148 0.0206366 0.0053574 0.0005529 0.0003222 0.0209588 0.4817135 0.0074036
C5 0.0104209 0.0284090 0.0064311 0.4880148 3.8801273 0.4940976 0.0218471 0.0054254 0.0034547 0.0056015 0.0201163 0.0007318
C6 0.0019287 0.0050464 0.0005231 0.0206366 0.4940976 3.8820759 0.4715295 0.0320642 0.0196156 0.0239754 0.0059049 0.0001248
C7 0.0002295 0.0005224 0.0001296 0.0053574 0.0218471 0.4715295 3.8521844 0.4813307 0.0609127 0.4756818 0.0238391 0.0000237
C8 0.0000679 0.0002102 0.0000200 0.0005529 0.0054254 0.0320642 0.4813307 3.2610868 0.7359709 0.0223426 0.0046827 0.0000056
O9 0.0001179 0.0001344 0.0000346 0.0003222 0.0034547 0.0196156 0.0609127 0.7359709 8.1336018 0.0240301 0.0030165 0.0000075
C10 0.0020708 0.0050976 0.0007056 0.0209588 0.0056015 0.0239754 0.4756818 0.0223426 0.0240301 3.8694681 0.4945213 0.0001261
C11 0.0104286 0.0293660 0.0081148 0.4817135 0.0201163 0.0059049 0.0238391 0.0046827 0.0030165 0.4945213 3.8795229 0.0007451
