

C1 3.6938951 0.4248182 0.0122733 0.0244240 0.0043991 0.0005599 0.0000446 0.0001108 0.0001865 0.0007584 0.0003137 0.0001576 0.0000125 0.0000045 0.0000013 0.0000014 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000002 0.0000016 0.0000096 0.4540448
O2 0.4248182 7.8828252 0.4384354 0.1339380 0.0337537 0.0136494 0.0012387 0.0019462 0.0011923 0.0058659 0.0025473 0.0012251 0.0000909 0.0000601 0.0000119 0.0000059 0.0000009 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000004 0.0000131 0.0000970 0.0309127
C3 0.0122733 0.4384354 2.9489027 0.6642207 0.5056539 0.0278666 0.0054721 0.0048832 0.0040040 0.0267484 0.0095077 0.0015950 0.0001697 0.0001264 0.0000288 0.0000190 0.0000027 0.0000010 0.0000002 0.0000000 0.0000000 0.0000000 0.0000003 0.0000214 0.0001474 0.0024171
O4 0.0244240 0.1339380 0.6642207 8.0085294 0.0487199 0.0168810 0.0031319 0.0075807 0.0017163 0.0167166 0.0678608 0.0105238 0.0009683 0.0029753 0.0004345 0.0003265 0.0000254 0.0000159 0.0000028 0.0000003 0.0000005 0.0000002 0.0000021 0.0003365 0.0022002 0.0254757
C5 0.0043991 0.0337537 0.5056539 0.0487199 3.8756126 0.6702812 0.0349931 0.0404841 0.0313293 0.6362108 0.0397353 0.0112107 0.0008708 0.0003018 0.0001241 0.0000393 0.0000059 0.0000037 0.0000005 0.0000001 0.0000002 0.0000001 0.0000007 0.0001341 0.0005940 0.0004492
C6 0.0005599 0.0136494 0.0278666 0.0168810 0.6702812 3.9383316 0.6969281 0.0374952 0.0492282 0.0324624 0.0059202 0.0016014 0.0002672 0.0000614 0.0000201 0.0000135 0.0000012 0.0000010 0.0000002 0.0000000 0.0000001 0.0000000 0.0000004 0.0000199 0.0000828 0.0001940
C7 0.0000446 0.0012387 0.0054721 0.0031319 0.0349931 0.6969281 3.9522999 0.6887284 0.0357293 0.0413265 0.0082499 0.0051261 0.0002914 0.0001627 0.0000913 0.0000216 0.0000036 0.0000021 0.0000003 0.0000001 0.0000001 0.0000000 0.0000006 0.0000671 0.0003222 0.0000380
C8 0.0001108 0.0019462 0.0048832 0.0075807 0.0404841 0.0374952 0.6887284 3.9478642 0.6994082 0.0360030 0.0081517 0.0018953 0.0001785 0.0000918 0.0000409 0.0000201 0.0000028 0.0000012 0.0000002 0.0000000 0.0000001 0.0000000 0.0000004 0.0000154 0.0000871 0.0000336
C9 0.0001865 0.0011923 0.0040040 0.0017163 0.0313293 0.0492282 0.0357293 0.6994082 3.9491989 0.6504377 0.0461915 0.0174792 0.0011713 0.0004551 0.0001574 0.0000783 0.0000087 0.0000062 0.0000010 0.0000002 0.0000002 0.0000001 0.0000010 0.0001450 0.0007095 0.0000147
C10 0.0007584 0.0058659 0.0267484 0.0167166 0.6362108 0.0324624 0.0413265 0.0360030 0.6504377 3.6047086 0.5318919 0.0224012 0.0065308 0.0010301 0.0002107 0.0001706 0.0000168 0.0000118 0.0000035 0.0000002 0.0000004 0.0000001 0.0000009 0.0001572 0.0006975 0.0000695
