

C1 3.9690353 0.4910199 0.0288378 0.0060843 0.0011999 0.0001201 0.0000543 0.0000290 0.0000105 0.0000054 0.0000056 0.0000176 0.4815993
C2 0.4910199 3.8760335 0.4909454 0.0229027 0.0085710 0.0013135 0.0003092 0.0001557 0.0000654 0.0000245 0.0000240 0.0001570 0.0208872
C3 0.0288378 0.4909454 3.8622230 0.4928835 0.0232996 0.0068721 0.0013332 0.0002591 0.0002332 0.0002603 0.0002079 0.0008222 0.0044799
C4 0.0060843 0.0229027 0.4928835 3.8780157 0.4943782 0.0204110 0.0073747 0.0009944 0.0004975 0.0008278 0.0005506 0.0073602 0.0012362
C5 0.0011999 0.0085710 0.0232996 0.4943782 3.8936066 0.4767475 0.0217761 0.0078553 0.0068306 0.0060704 0.0023750 0.0407459 0.0001097
C6 0.0001201 0.0013135 0.0068721 0.0204110 0.4767475 3.5613195 0.4724604 0.0222793 0.0062386 0.0103786 0.0102658 0.4066412 0.0000165
C7 0.0000543 0.0003092 0.0013332 0.0073747 0.0217761 0.4724604 3.8993093 0.5097081 0.0303291 0.0061928 0.0029856 0.0426859 0.0000068
C8 0.0000290 0.0001557 0.0002591 0.0009944 0.0078553 0.0222793 0.5097081 3.9509882 0.8577286 0.0422194 0.0401319 0.0140741 0.0000062
C9 0.0000105 0.0000654 0.0002332 0.0004975 0.0068306 0.0062386 0.0303291 0.8577286 3.9446072 0.5074417 0.0599526 0.0409357 0.0000026
C10 0.0000054 0.0000245 0.0002603 0.0008278 0.0060704 0.0103786 0.0061928 0.0422194 0.5074417 2.9421082 0.6886863 0.4432799 0.0000016
O11 0.0000056 0.0000240 0.0002079 0.0005506 0.0023750 0.0102658 0.0029856 0.0401319 0.0599526 0.6886863 8.0702727 0.1209742 0.0000020
O12 0.0000176 0.0001570 0.0008222 0.0073602 0.0407459 0.4066412 0.0426859 0.0140741 0.0409357 0.4432799 0.1209742 7.8398753 0.0000043
