

C1 3.9744177 0.5206063 0.0304473 0.0051671 0.0041079 0.0217136 0.0007413 0.0002443 0.0001889 0.0001484 0.0016944 0.0100931 0.0011564 0.0001683 0.0019077 0.4698471
C2 0.5206063 3.9233346 0.8292103 0.0348857 0.0291455 0.4941298 0.0048344 0.0010417 0.0011077 0.0007590 0.0066854 0.0334704 0.0077399 0.0006037 0.0029636 0.0208132
C3 0.0304473 0.8292103 3.8613465 0.4783072 0.0288634 0.0350453 0.0200708 0.0030970 0.0102982 0.0023751 0.0291874 0.5114045 0.0189513 0.0041386 0.0064967 0.0054586
C4 0.0051671 0.0348857 0.4783072 3.8068641 0.4818871 0.0288611 0.4856014 0.0229574 0.0194919 0.0015622 0.0119385 0.0172570 0.0031648 0.0009691 0.0002922 0.0003802
C5 0.0041079 0.0291455 0.0288634 0.4818871 3.8722197 0.4752802 0.0184055 0.0207292 0.0018551 0.0002346 0.0014087 0.0031879 0.0005963 0.0002689 0.0000810 0.0008861
C6 0.0217136 0.4941298 0.0350453 0.0288611 0.4752802 3.8946000 0.0047984 0.0032237 0.0004876 0.0001515 0.0008877 0.0054985 0.0006242 0.0001088 0.0001714 0.0053242
C7 0.0007413 0.0048344 0.0200708 0.4856014 0.0184055 0.0047984 3.8119219 0.4789060 0.4869804 0.0211463 0.0097813 0.0033310 0.0008863 0.0002803 0.0001001 0.0000346
C8 0.0002443 0.0010417 0.0030970 0.0229574 0.0207292 0.0032237 0.4789060 3.9623974 0.0301152 0.0058615 0.0011990 0.0002966 0.0001914 0.0000726 0.0000393 0.0000363
C9 0.0001889 0.0011077 0.0102982 0.0194919 0.0018551 0.0004876 0.4869804 0.0301152 3.8611893 0.4746836 0.0270138 0.0212902 0.0056807 0.0006362 0.0010759 0.0001127
C10 0.0001484 0.0007590 0.0023751 0.0015622 0.0002346 0.0001515 0.0211463 0.0058615 0.4746836 3.8432243 0.5024609 0.0294901 0.0183548 0.0059265 0.0040711 0.0001611
C11 0.0016944 0.0066854 0.0291874 0.0119385 0.0014087 0.0008877 0.0097813 0.0011990 0.0270138 0.5024609 3.9645594 0.4191861 0.4945298 0.0241075 0.0248458 0.0021321
C12 0.0100931 0.0334704 0.5114045 0.0172570 0.0031879 0.0054985 0.0033310 0.0002966 0.0212902 0.0294901 0.4191861 3.9457693 0.4840419 0.0241454 0.0224376 0.0115155
C13 0.0011564 0.0077399 0.0189513 0.0031648 0.0005963 0.0006242 0.0008863 0.0001914 0.0056807 0.0183548 0.4945298 0.4840419 3.7679674 0.4813918 0.4823785 0.0014727
C14 0.0001683 0.0006037 0.0041386 0.0009691 0.0002689 0.0001088 0.0002803 0.0000726 0.0006362 0.0059265 0.0241075 0.0241454 0.4813918 3.9544786 0.0252128 0.0004157
C15 0.0019077 0.0029636 0.0064967 0.0002922 0.0000810 0.0001714 0.0001001 0.0000393 0.0010759 0.0040711 0.0248458 0.0224376 0.4823785 0.0252128 3.9564986 0.0007038
