

C1 3.9512965 0.4980154 0.0244160 0.0105300 0.0011712 0.0000783 0.0000668 0.0000080 0.0000015 0.0000009 0.0000003 0.0000002 0.0000001 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4778102
C2 0.4980154 3.8703058 0.4859094 0.0244386 0.0056337 0.0011839 0.0000703 0.0000335 0.0000070 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0203462
C3 0.0244160 0.4859094 3.8806237 0.4865031 0.0254314 0.0057997 0.0012050 0.0002012 0.0000320 0.0000019 0.0000013 0.0000014 0.0000001 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0057557
C4 0.0105300 0.0244386 0.4865031 3.8656039 0.4939985 0.0242208 0.0097351 0.0012572 0.0000777 0.0000149 0.0000055 0.0000051 0.0000006 0.0000001 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0013289
C5 0.0011712 0.0056337 0.0254314 0.4939985 3.8708632 0.4945864 0.0235433 0.0055447 0.0011965 0.0000727 0.0000114 0.0000069 0.0000010 0.0000002 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0001201
C6 0.0000783 0.0011839 0.0057997 0.0242208 0.4945864 3.8656962 0.4916489 0.0264149 0.0054113 0.0010513 0.0001316 0.0000535 0.0000158 0.0000015 0.0000016 0.0000010 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000166
C7 0.0000668 0.0000703 0.0012050 0.0097351 0.0235433 0.4916489 3.8690522 0.4863414 0.0245277 0.0086867 0.0016545 0.0004112 0.0000525 0.0000054 0.0000158 0.0000027 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000192
C8 0.0000080 0.0000335 0.0002012 0.0012572 0.0055447 0.0264149 0.4863414 3.8729938 0.4895181 0.0215540 0.0093442 0.0016923 0.0001257 0.0000249 0.0001164 0.0000091 0.0000015 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000042
C9 0.0000015 0.0000070 0.0000320 0.0000777 0.0011965 0.0054113 0.0245277 0.4895181 3.8724855 0.4939197 0.0230961 0.0096573 0.0010216 0.0002925 0.0004600 0.0000701 0.0000146 0.0000041 0.0000002 0.0000001 0.0000000 0.0000000 0.0000007
C10 0.0000009 0.0000004 0.0000019 0.0000149 0.0000727 0.0010513 0.0086867 0.0215540 0.4939197 3.8695215 0.4917399 0.0253277 0.0056486 0.0006327 0.0011611 0.0001741 0.0000161 0.0000025 0.0000006 0.0000001 0.0000000 0.0000000 0.0000032
