

C1 3.9610004 0.4848943 0.0276164 0.0061796 0.0003879 0.0008626 0.0001460 0.0000068 0.0000023 0.0000011 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4789332
C2 0.4848943 3.8784768 0.5007443 0.0218575 0.0026258 0.0057672 0.0008025 0.0000351 0.0000153 0.0000053 0.0000002 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0229259
C3 0.0276164 0.5007443 3.8623527 0.5051819 0.0212196 0.0021955 0.0003543 0.0000601 0.0000122 0.0000037 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0039107
C4 0.0061796 0.0218575 0.5051819 3.8733904 0.5055683 0.0215507 0.0059235 0.0012920 0.0002472 0.0000972 0.0000063 0.0000010 0.0000024 0.0000007 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003780
C5 0.0003879 0.0026258 0.0212196 0.5055683 3.8603600 0.4995171 0.0295586 0.0052149 0.0010348 0.0002160 0.0000216 0.0000037 0.0000058 0.0000016 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0001695
C6 0.0008626 0.0057672 0.0021955 0.0215507 0.4995171 3.8781456 0.4779739 0.0248487 0.0057887 0.0013508 0.0000628 0.0000298 0.0000211 0.0000034 0.0000003 0.0000001 0.0000000 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0002006
C7 0.0001460 0.0008025 0.0003543 0.0059235 0.0295586 0.4779739 3.8704176 0.4879041 0.0276241 0.0057024 0.0010195 0.0001380 0.0001046 0.0000379 0.0000013 0.0000009 0.0000001 0.0000002 0.0000011 0.0000001 0.0000000 0.0000000 0.0000000 0.0000361
C8 0.0000068 0.0000351 0.0000601 0.0012920 0.0052149 0.0248487 0.4879041 3.8733780 0.4901581 0.0230750 0.0079792 0.0008824 0.0004034 0.0001241 0.0000060 0.0000024 0.0000005 0.0000007 0.0000033 0.0000003 0.0000000 0.0000000 0.0000001 0.0000029
C9 0.0000023 0.0000153 0.0000122 0.0002472 0.0010348 0.0057887 0.0276241 0.4901581 3.8576541 0.4925322 0.0235075 0.0055780 0.0009211 0.0001455 0.0000246 0.0000035 0.0000017 0.0000010 0.0000037 0.0000005 0.0000000 0.0000000 0.0000001 0.0000010
C10 0.0000011 0.0000053 0.0000037 0.0000972 0.0002160 0.0013508 0.0057024 0.0230750 0.4925322 3.8648725 0.4908168 0.0233395 0.0085417 0.0011935 0.0001099 0.0000233 0.0000030 0.0000027 0.0000221 0.0000016 0.0000001 0.0000000 0.0000004 0.0000004
C11 0.0000001 0.0000002 0.0000003 0.0000063 0.0000216 0.0000628 0.0010195 0.0079792 0.0235075 0.4908168 3.8691721 0.4850677 0.0233167 0.0062251 0.0012123 0.0001256 0.0000729 0.0000457 0.0001094 0.0000103 0.0000006 0.0000002 0.0000021 0.0000001
