

C1 3.9657446 0.5007388 0.0267370 0.0057677 0.0010986 0.0001655 0.0000140 0.0000078 0.0000021 0.0000003 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4818462
C2 0.5007388 3.8613095 0.4884213 0.0236611 0.0085876 0.0016589 0.0001405 0.0000488 0.0000169 0.0000019 0.0000023 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0221331
C3 0.0267370 0.4884213 3.8701676 0.4899095 0.0216385 0.0085208 0.0009453 0.0004583 0.0001130 0.0000169 0.0000133 0.0000041 0.0000002 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0054459
C4 0.0057677 0.0236611 0.4899095 3.8621715 0.4893246 0.0239695 0.0054020 0.0009803 0.0001524 0.0000207 0.0000085 0.0000078 0.0000005 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0012252
C5 0.0010986 0.0085876 0.0216385 0.4893246 3.8756326 0.4899774 0.0233777 0.0085484 0.0011254 0.0000565 0.0000521 0.0000634 0.0000023 0.0000013 0.0000004 0.0000000 0.0000000 0.0000000 0.0000819
C6 0.0001655 0.0016589 0.0085208 0.0239695 0.4899774 3.8623659 0.4953804 0.0226833 0.0054639 0.0009570 0.0004633 0.0001010 0.0000110 0.0000050 0.0000014 0.0000003 0.0000001 0.0000000 0.0000176
C7 0.0000140 0.0001405 0.0009453 0.0054020 0.0233777 0.4953804 3.8657723 0.4903849 0.0258564 0.0047989 0.0016457 0.0022967 0.0000947 0.0000294 0.0000080 0.0000020 0.0000003 0.0000003 0.0000024
C8 0.0000078 0.0000488 0.0004583 0.0009803 0.0085484 0.0226833 0.4903849 3.8707128 0.4868477 0.0224059 0.0083479 0.0208578 0.0006545 0.0001810 0.0000455 0.0000089 0.0000014 0.0000013 0.0000025
C9 0.0000021 0.0000169 0.0001130 0.0001524 0.0011254 0.0054639 0.0258564 0.4868477 3.8861416 0.4705897 0.0573592 0.0303233 0.0042926 0.0004023 0.0001897 0.0000246 0.0000039 0.0000039 0.0000010
C10 0.0000003 0.0000019 0.0000169 0.0000207 0.0000565 0.0009570 0.0047989 0.0224059 0.4705897 2.9278204 0.6643643 0.4373566 0.0116275 0.0038045 0.0006886 0.0001085 0.0000386 0.0000132 0.0000001
O11 0.0000005 0.0000023 0.0000133 0.0000085 0.0000521 0.0004633 0.0016457 0.0083479 0.0573592 0.6643643 8.1483015 0.1404578 0.0135184 0.0174981 0.0014772 0.0004468 0.0000896 0.0000168 0.0000007
O12 0.0000002 0.0000006 0.0000041 0.0000078 0.0000634 0.0001010 0.0022967 0.0208578 0.0303233 0.4373566 0.1404578 7.9048365 0.4083102 0.0395529 0.0067802 0.0012055 0.0002224 0.0001373 0.0000003
C13 0.0000000 0.0000001 0.0000002 0.0000005 0.0000023 0.0000110 0.0000947 0.0006545 0.0042926 0.0116275 0.0135184 0.4083102 3.5983966 0.4766222 0.0236740 0.0076201 0.0009391 0.0004446 0.0000001
C14 0.0000000 0.0000000 0.0000002 0.0000002 0.0000013 0.0000050 0.0000294 0.0001810 0.0004023 0.0038045 0.0174981 0.0395529 0.4766222 3.8840034 0.4954359 0.0233150 0.0058198 0.0009607 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000014 0.0000080 0.0000455 0.0001897 0.0006886 0.0014772 0.0067802 0.0236740 0.4954359 3.8684206 0.4907594 0.0239983 0.0096221 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000020 0.0000089 0.0000246 0.0001085 0.0004468 0.0012055 0.0076201 0.0233150 0.4907594 3.8655855 0.4843577 0.0247084 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000014 0.0000039 0.0000386 0.0000896 0.0002224 0.0009391 0.0058198 0.0239983 0.4843577 3.8722187 0.4973851 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000013 0.0000039 0.0000132 0.0000168 0.0001373 0.0004446 0.0009607 0.0096221 0.0247084 0.4973851 3.9678176 0.0000000
