

C1 4.0025078 0.4930786 0.0621340 0.0253799 0.0113259 0.0010499 0.0000530 0.0000129 0.0000207 0.0000828 0.0006853 0.0009372 0.0036903 0.0005022 0.0001276 0.0001884 0.0000285 0.0000342 0.4690921
C2 0.4930786 3.2943821 0.7096312 0.5208999 0.0312332 0.0054014 0.0006271 0.0002144 0.0000978 0.0001146 0.0062405 0.0045991 0.0284704 0.0038545 0.0003811 0.0006257 0.0000918 0.0001474 0.0190041
O3 0.0621340 0.7096312 8.0384578 0.0568477 0.0217054 0.0031058 0.0003809 0.0001822 0.0001243 0.0001192 0.0103017 0.0018771 0.0232380 0.0278958 0.0031293 0.0005844 0.0001145 0.0002103 0.0139350
C4 0.0253799 0.5208999 0.0568477 3.9093726 0.6815523 0.0333899 0.0040664 0.0009467 0.0009812 0.0013635 0.0395499 0.0343966 0.6345873 0.0199701 0.0042823 0.0040243 0.0009815 0.0008071 0.0045350
C5 0.0113259 0.0312332 0.0217054 0.6815523 3.9400420 0.6534041 0.0231604 0.0042111 0.0089294 0.0151705 0.0344437 0.0445672 0.0330867 0.0040664 0.0009175 0.0021552 0.0027062 0.0012525 0.0016567
C6 0.0010499 0.0054014 0.0031058 0.0333899 0.6534041 3.8654211 0.4910895 0.0222572 0.0296687 0.0266899 0.6889834 0.0340109 0.0409151 0.0024546 0.0009661 0.0040685 0.0007716 0.0009527 0.0001338
C7 0.0000530 0.0006271 0.0003809 0.0040664 0.0231604 0.4910895 3.7601986 0.4840728 0.4694906 0.4704476 0.0246628 0.0043934 0.0019803 0.0001464 0.0001679 0.0006835 0.0000428 0.0000520 0.0000119
C8 0.0000129 0.0002144 0.0001822 0.0009467 0.0042111 0.0222572 0.4840728 3.9823119 0.0256788 0.0305745 0.0137527 0.0014111 0.0005561 0.0000718 0.0000178 0.0000724 0.0000285 0.0000477 0.0000021
C9 0.0000207 0.0000978 0.0001243 0.0009812 0.0089294 0.0296687 0.4694906 0.0256788 3.9652662 0.0270993 0.0076525 0.0008342 0.0024463 0.0001548 0.0000442 0.0000709 0.0000350 0.0000281 0.0000018
C10 0.0000828 0.0001146 0.0001192 0.0013635 0.0151705 0.0266899 0.4704476 0.0305745 0.0270993 3.9536673 0.0056069 0.0010384 0.0013815 0.0001176 0.0000552 0.0001563 0.0000389 0.0000205 0.0000085
C11 0.0006853 0.0062405 0.0103017 0.0395499 0.0344437 0.6889834 0.0246628 0.0137527 0.0076525 0.0056069 3.9517260 0.6573212 0.0337188 0.0044181 0.0038802 0.0200509 0.0078222 0.0091689 0.0002045
C12 0.0009372 0.0045991 0.0018771 0.0343966 0.0445672 0.0340109 0.0043934 0.0014111 0.0008342 0.0010384 0.6573212 3.8968699 0.6728462 0.0291306 0.0265719 0.4804359 0.0316706 0.0269017 0.0002412
C13 0.0036903 0.0284704 0.0232380 0.6345873 0.0330867 0.0409151 0.0019803 0.0005561 0.0024463 0.0013815 0.0337188 0.6728462 3.8921546 0.5041862 0.0281678 0.0266528 0.0079354 0.0048718 0.0008136
C14 0.0005022 0.0038545 0.0278958 0.0199701 0.0040664 0.0024546 0.0001464 0.0000718 0.0001548 0.0001176 0.0044181 0.0291306 0.5041862 3.8869237 0.4873601 0.0240841 0.0035895 0.0045837 0.0000845
C15 0.0001276 0.0003811 0.0031293 0.0042823 0.0009175 0.0009661 0.0001679 0.0000178 0.0000442 0.0000552 0.0038802 0.0265719 0.0281678 0.4873601 3.8861325 0.4762209 0.0238835 0.0247616 0.0000180
C16 0.0001884 0.0006257 0.0005844 0.0040243 0.0021552 0.0040685 0.0006835 0.0000724 0.0000709 0.0001563 0.0200509 0.4804359 0.0266528 0.0240841 0.4762209 3.7567241 0.4730553 0.4812596 0.0000494
C17 0.0000285 0.0000918 0.0001145 0.0009815 0.0027062 0.0007716 0.0000428 0.0000285 0.0000350 0.0000389 0.0078222 0.0316706 0.0079354 0.0035895 0.0238835 0.4730553 3.9708665 0.0260818 0.0000096
C18 0.0000342 0.0001474 0.0002103 0.0008071 0.0012525 0.0009527 0.0000520 0.0000477 0.0000281 0.0000205 0.0091689 0.0269017 0.0048718 0.0045837 0.0247616 0.4812596 0.0260818 3.9521361 0.0000081
