

C1 3.9649305 0.4859815 0.0283884 0.0081506 0.0225518 0.0052835 0.0066441 0.0008766 0.0000485 0.0000094 0.0000070 0.0000026 0.0000233 0.0000786 0.0009543 0.0051369 0.4711647
C2 0.4859815 3.7997062 0.4733304 0.0406406 0.4774668 0.0218105 0.0014793 0.0003164 0.0000658 0.0000042 0.0000111 0.0000180 0.0001762 0.0006163 0.0042761 0.0248489 0.0189335
C3 0.0283884 0.4733304 3.5183400 0.4394244 0.0193490 0.0056720 0.0006540 0.0000877 0.0000348 0.0000017 0.0000080 0.0000068 0.0000657 0.0002079 0.0002095 0.0024816 0.0055144
O4 0.0081506 0.0406406 0.4394244 8.1007983 0.0050856 0.0010635 0.0001687 0.0000231 0.0000091 0.0000012 0.0000086 0.0000208 0.0000573 0.0005546 0.0027247 0.0265521 0.0020139
C5 0.0225518 0.4774668 0.0193490 0.0050856 3.8091804 0.4821506 0.0241653 0.0034016 0.0007296 0.0000491 0.0001092 0.0001444 0.0016726 0.0087336 0.0208828 0.4879617 0.0053037
C6 0.0052835 0.0218105 0.0056720 0.0010635 0.4821506 3.8897512 0.4845540 0.0240405 0.0048385 0.0003742 0.0001789 0.0001176 0.0015851 0.0005810 0.0026966 0.0228735 0.0007309
C7 0.0066441 0.0014793 0.0006540 0.0001687 0.0241653 0.4845540 3.8728701 0.4905318 0.0270905 0.0020986 0.0018478 0.0001396 0.0012182 0.0001838 0.0002990 0.0038576 0.0046065
C8 0.0008766 0.0003164 0.0000877 0.0000231 0.0034016 0.0240405 0.4905318 3.8694248 0.4879759 0.0240898 0.0017163 0.0003199 0.0012154 0.0001311 0.0000653 0.0005365 0.0005528
C9 0.0000485 0.0000658 0.0000348 0.0000091 0.0007296 0.0048385 0.0270905 0.4879759 3.8778311 0.4880119 0.0249268 0.0031326 0.0006148 0.0000862 0.0000188 0.0000754 0.0000626
C10 0.0000094 0.0000042 0.0000017 0.0000012 0.0000491 0.0003742 0.0020986 0.0240898 0.4880119 3.8884099 0.4942957 0.0221861 0.0102636 0.0013547 0.0001045 0.0000184 0.0000131
C11 0.0000070 0.0000111 0.0000080 0.0000086 0.0001092 0.0001789 0.0018478 0.0017163 0.0249268 0.4942957 3.8748306 0.4975625 0.0220840 0.0028257 0.0005777 0.0001094 0.0000460
C12 0.0000026 0.0000180 0.0000068 0.0000208 0.0001444 0.0001176 0.0001396 0.0003199 0.0031326 0.0221861 0.4975625 3.8724819 0.4993546 0.0244080 0.0048642 0.0004434 0.0000073
C13 0.0000233 0.0001762 0.0000657 0.0000573 0.0016726 0.0015851 0.0012182 0.0012154 0.0006148 0.0102636 0.0220840 0.4993546 3.8639073 0.4794202 0.0289912 0.0022970 0.0000184
C14 0.0000786 0.0006163 0.0002079 0.0005546 0.0087336 0.0005810 0.0001838 0.0001311 0.0000862 0.0013547 0.0028257 0.0244080 0.4794202 3.8771096 0.4948711 0.0216116 0.0000426
C15 0.0009543 0.0042761 0.0002095 0.0027247 0.0208828 0.0026966 0.0002990 0.0000653 0.0000188 0.0001045 0.0005777 0.0048642 0.0289912 0.4948711 3.8745882 0.4969735 0.0000715
C16 0.0051369 0.0248489 0.0024816 0.0265521 0.4879617 0.0228735 0.0038576 0.0005365 0.0000754 0.0000184 0.0001094 0.0004434 0.0022970 0.0216116 0.4969735 3.8527311 0.0004319
