

C1 3.9821465 0.4882179 0.0420255 0.0046402 0.0024303 0.0006064 0.0001593 0.0000108 0.0001155 0.0000037 0.4788174
C2 0.4882179 3.5970608 0.4144238 0.0117788 0.0202434 0.0040446 0.0008132 0.0000612 0.0004317 0.0000169 0.0212130
O3 0.0420255 0.4144238 7.8660425 0.4513519 0.1247073 0.0392462 0.0049564 0.0007024 0.0018871 0.0001217 0.0051617
C4 0.0046402 0.0117788 0.4513519 2.9565624 0.6784284 0.4757753 0.0189289 0.0034972 0.0098971 0.0005448 0.0008055
O5 0.0024303 0.0202434 0.1247073 0.6784284 8.0789536 0.0484406 0.0162334 0.0172118 0.0029390 0.0007015 0.0003271
C6 0.0006064 0.0040446 0.0392462 0.4757753 0.0484406 3.8909628 0.4901554 0.0229556 0.0463254 0.0051779 0.0002115
C7 0.0001593 0.0008132 0.0049564 0.0189289 0.0162334 0.4901554 3.8822196 0.4986838 0.5165913 0.0194785 0.0000499
C8 0.0000108 0.0000612 0.0007024 0.0034972 0.0172118 0.0229556 0.4986838 3.9620029 0.0414752 0.0061654 0.0000031
S9 0.0001155 0.0004317 0.0018871 0.0098971 0.0029390 0.0463254 0.5165913 0.0414752 14.6853302 0.5543187 0.0000401
C10 0.0000037 0.0000169 0.0001217 0.0005448 0.0007015 0.0051779 0.0194785 0.0061654 0.5543187 4.0842251 0.0000014
