

C1 3.9708375 0.4901733 0.0328734 0.0111729 0.0050952 0.0004601 0.0001060 0.0000424 0.0000279 0.0410752 0.4797216
C2 0.4901733 3.4044653 0.7095262 0.0668643 0.0282573 0.0043055 0.0011731 0.0002816 0.0002940 0.5713947 0.0210202
C3 0.0328734 0.7095262 4.1586361 0.6256147 0.0715239 0.0061830 0.0037061 0.0007287 0.0006118 0.0814318 0.0074156
S4 0.0111729 0.0668643 0.6256147 14.4678478 0.5485972 0.0319638 0.0081304 0.0010006 0.0013930 0.1435315 0.0015203
C5 0.0050952 0.0282573 0.0715239 0.5485972 3.4449961 0.4905281 0.0265219 0.0072333 0.0053862 0.7003111 0.0009191
C6 0.0004601 0.0043055 0.0061830 0.0319638 0.4905281 3.8757911 0.4728556 0.0247606 0.0261077 0.0335827 0.0001064
C7 0.0001060 0.0011731 0.0037061 0.0081304 0.0265219 0.4728556 3.7961515 0.4893050 0.4956107 0.0076868 0.0000238
C8 0.0000424 0.0002816 0.0007287 0.0010006 0.0072333 0.0247606 0.4893050 3.9812353 0.0285671 0.0093047 0.0000062
C9 0.0000279 0.0002940 0.0006118 0.0013930 0.0053862 0.0261077 0.4956107 0.0285671 3.9552459 0.0014646 0.0000043
N10 0.0410752 0.5713947 0.0814318 0.1435315 0.7003111 0.0335827 0.0076868 0.0093047 0.0014646 6.7461728 0.0054197
