

C1 4.0420610 0.8878326 0.0362898 0.0519101 0.0070869 0.0043484 0.0007121 0.0001216 0.0000137 0.0000419 0.0006711 0.0000234 0.4784035
C2 0.8878326 3.9272244 0.5466647 0.0411998 0.0199237 0.0034025 0.0014369 0.0001284 0.0000176 0.0000952 0.0003366 0.0000079 0.0292698
C3 0.0362898 0.5466647 3.8755144 0.8431133 0.5036580 0.0225187 0.0113563 0.0012636 0.0000893 0.0004234 0.0001722 0.0000152 0.0043214
C4 0.0519101 0.0411998 0.8431133 4.0348466 0.0364960 0.0108645 0.0072383 0.0007082 0.0001272 0.0003150 0.0001894 0.0000158 0.0029503
C5 0.0070869 0.0199237 0.5036580 0.0364960 3.8616056 0.4919562 0.0272840 0.0047167 0.0007127 0.0007449 0.0015432 0.0000813 0.0048671
C6 0.0043484 0.0034025 0.0225187 0.0108645 0.4919562 3.8796191 0.4781172 0.0190705 0.0054475 0.0079188 0.0151767 0.0005228 0.0051798
C7 0.0007121 0.0014369 0.0113563 0.0072383 0.0272840 0.4781172 3.8673922 0.4599281 0.0286988 0.0225200 0.0411381 0.0047125 0.0004395
C8 0.0001216 0.0001284 0.0012636 0.0007082 0.0047167 0.0190705 0.4599281 3.4187309 0.4668025 0.4606523 0.4120785 0.0126874 0.0000303
C9 0.0000137 0.0000176 0.0000893 0.0001272 0.0007127 0.0054475 0.0286988 0.4668025 3.9761633 0.0304601 0.0424847 0.0072081 0.0000127
C10 0.0000419 0.0000952 0.0004234 0.0003150 0.0007449 0.0079188 0.0225200 0.4606523 0.0304601 3.9652373 0.0447620 0.0093175 0.0000097
O11 0.0006711 0.0003366 0.0001722 0.0001894 0.0015432 0.0151767 0.0411381 0.4120785 0.0424847 0.0447620 7.9513173 0.4467723 0.0001191
C12 0.0000234 0.0000079 0.0000152 0.0000158 0.0000813 0.0005228 0.0047125 0.0126874 0.0072081 0.0093175 0.4467723 3.5880887 0.0000045
