

C1 3.9445569 0.4989208 0.0244846 0.0087262 0.0009115 0.0003722 0.0002181 0.0000414 0.0000364 0.0000354 0.0004383 0.4803580
C2 0.4989208 3.8693719 0.4886764 0.0241239 0.0055514 0.0017394 0.0006088 0.0000488 0.0000781 0.0001774 0.0027366 0.0224395
C3 0.0244846 0.4886764 3.8598531 0.4957147 0.0241544 0.0082199 0.0069357 0.0005187 0.0007052 0.0008696 0.0286807 0.0063807
C4 0.0087262 0.0241239 0.4957147 3.9075699 0.4801426 0.0634761 0.0230528 0.0036285 0.0007779 0.0007722 0.0026190 0.0011884
C5 0.0009115 0.0055514 0.0241544 0.4801426 3.2344976 0.6987312 0.5171085 0.0298019 0.0062987 0.0160040 0.0273580 0.0001723
O6 0.0003722 0.0017394 0.0082199 0.0634761 0.6987312 8.0958411 0.0698660 0.0388895 0.0048117 0.0216715 0.0135711 0.0001183
C7 0.0002181 0.0006088 0.0069357 0.0230528 0.5171085 0.0698660 3.6103827 0.6798403 0.0411032 0.0753195 0.4662403 0.0000752
C8 0.0000414 0.0000488 0.0005187 0.0036285 0.0298019 0.0388895 0.6798403 3.9453786 0.6701887 0.0427882 0.0866470 0.0000155
C9 0.0000364 0.0000781 0.0007052 0.0007779 0.0062987 0.0048117 0.0411032 0.6701887 3.9901825 0.7072444 0.0851731 0.0000135
C10 0.0000354 0.0001774 0.0008696 0.0007722 0.0160040 0.0216715 0.0753195 0.0427882 0.7072444 3.6087102 0.4980957 0.0000140
O11 0.0004383 0.0027366 0.0286807 0.0026190 0.0273580 0.0135711 0.4662403 0.0866470 0.0851731 0.4980957 7.8529191 0.0001243
