

C1 3.9578317 0.5133959 0.0347166 0.0058595 0.0009052 0.0002285 0.0000581 0.0000506 0.0000900 0.0000097 0.0000064 0.0000015 0.0000005 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0029639 0.0231723 0.4719916
C2 0.5133959 3.9011829 0.8517333 0.0327871 0.0169101 0.0026731 0.0005344 0.0002871 0.0006622 0.0001517 0.0000482 0.0000224 0.0000071 0.0000003 0.0000007 0.0000001 0.0000003 0.0000001 0.0000005 0.0222258 0.5085111 0.0246796
C3 0.0347166 0.8517333 3.9698321 0.5023621 0.0325158 0.0046972 0.0008770 0.0007471 0.0016905 0.0000935 0.0001368 0.0000214 0.0000068 0.0000011 0.0000013 0.0000002 0.0000005 0.0000003 0.0000007 0.0108171 0.0329124 0.0140325
C4 0.0058595 0.0327871 0.5023621 3.8919163 0.4705624 0.0198001 0.0048062 0.0090009 0.0112307 0.0003335 0.0004989 0.0000426 0.0000167 0.0000030 0.0000041 0.0000005 0.0000018 0.0000006 0.0000022 0.0226599 0.0158874 0.0010315
C5 0.0009052 0.0169101 0.0325158 0.4705624 3.7882849 0.4591328 0.0239245 0.0246256 0.0304285 0.0047780 0.0013887 0.0006551 0.0001546 0.0000060 0.0000068 0.0000010 0.0000014 0.0000008 0.0000037 0.4864553 0.0211204 0.0005780
C6 0.0002285 0.0026731 0.0046972 0.0198001 0.4591328 3.5124922 0.4683908 0.4666483 0.3955067 0.0109651 0.0152379 0.0032020 0.0008815 0.0000455 0.0000711 0.0000081 0.0000373 0.0000078 0.0000505 0.0199281 0.0041005 0.0001866
C7 0.0000581 0.0005344 0.0008770 0.0048062 0.0239245 0.4683908 3.9510663 0.0259815 0.0377217 0.0047253 0.0264327 0.0005181 0.0005945 0.0000464 0.0001014 0.0000123 0.0000589 0.0000083 0.0000618 0.0107634 0.0012676 0.0000399
C8 0.0000506 0.0002871 0.0007471 0.0090009 0.0246256 0.4666483 0.0259815 3.9560777 0.0385074 0.0048492 0.0269917 0.0005356 0.0005828 0.0000473 0.0001061 0.0000121 0.0000632 0.0000086 0.0000669 0.0046516 0.0007561 0.0000143
O9 0.0000900 0.0006622 0.0016905 0.0112307 0.0304285 0.3955067 0.0377217 0.0385074 7.7840756 0.4414803 0.1227154 0.0369242 0.0114838 0.0010868 0.0014788 0.0001669 0.0008429 0.0001548 0.0009729 0.0075028 0.0005312 0.0000278
C10 0.0000097 0.0001517 0.0000935 0.0003335 0.0047780 0.0109651 0.0047253 0.0048492 0.4414803 2.9831343 0.6622692 0.5322610 0.0385866 0.0045346 0.0029148 0.0003144 0.0018154 0.0003760 0.0021879 0.0003018 0.0000384 0.0000089
O11 0.0000064 0.0000482 0.0001368 0.0004989 0.0013887 0.0152379 0.0264327 0.0269917 0.1227154 0.6622692 8.0191104 0.0537864 0.0318442 0.0046500 0.0198224 0.0020309 0.0028558 0.0006550 0.0028450 0.0004050 0.0000676 0.0000039
C12 0.0000015 0.0000224 0.0000214 0.0000426 0.0006551 0.0032020 0.0005181 0.0005356 0.0369242 0.5322610 0.0537864 3.9266579 0.8482107 0.0292615 0.0169053 0.0015552 0.0102433 0.0019171 0.0169129 0.0000365 0.0000051 0.0000016
C13 0.0000005 0.0000071 0.0000068 0.0000167 0.0001546 0.0008815 0.0005945 0.0005828 0.0114838 0.0385866 0.0318442 0.8482107 3.9283783 0.5600738 0.0285715 0.0056758 0.0046391 0.0049789 0.0341192 0.0000181 0.0000021 0.0000005
C14 0.0000001 0.0000003 0.0000011 0.0000030 0.0000060 0.0000455 0.0000464 0.0000473 0.0010868 0.0045346 0.0046500 0.0292615 0.5600738 3.8747756 0.6784697 0.0345560 0.0429406 0.0322256 0.6377621 0.0000015 0.0000003 0.0000001
C15 0.0000001 0.0000007 0.0000013 0.0000041 0.0000068 0.0000711 0.0001014 0.0001061 0.0014788 0.0029148 0.0198224 0.0169053 0.0285715 0.6784697 3.9333293 0.6822116 0.0367774 0.0463552 0.0366654 0.0000043 0.0000006 0.0000001
