

C1 3.9598369 0.4964564 0.0250563 0.0051067 0.0005771 0.0001378 0.0000880 0.0000179 0.0000765 0.0049718 0.0008312 0.0272430 0.4745302
C2 0.4964564 3.7998555 0.4737690 0.0264357 0.0049598 0.0002638 0.0002973 0.0000922 0.0002844 0.0189856 0.0045846 0.4873217 0.0202588
C3 0.0250563 0.4737690 3.8839049 0.4831226 0.0252055 0.0051096 0.0011190 0.0007915 0.0009857 0.0055453 0.0009265 0.0263255 0.0019644
C4 0.0051067 0.0264357 0.4831226 3.8877299 0.4814789 0.0199014 0.0086503 0.0060901 0.0057813 0.0194334 0.0027470 0.0052011 0.0005048
C5 0.0005771 0.0049598 0.0252055 0.4814789 3.8184845 0.4545940 0.0216000 0.0188762 0.0389806 0.4713260 0.0360989 0.0187015 0.0001101
C6 0.0001378 0.0002638 0.0051096 0.0199014 0.4545940 3.4628945 0.4719925 0.4704737 0.4189542 0.0179596 0.0113140 0.0037450 0.0000249
C7 0.0000880 0.0002973 0.0011190 0.0086503 0.0216000 0.4719925 3.9673631 0.0271360 0.0532994 0.0040272 0.0012186 0.0006758 0.0000115
C8 0.0000179 0.0000922 0.0007915 0.0060901 0.0188762 0.4704737 0.0271360 3.9400350 0.0496339 0.0024719 0.0425298 0.0003210 0.0000076
O9 0.0000765 0.0002844 0.0009857 0.0057813 0.0389806 0.4189542 0.0532994 0.0496339 8.0277594 0.0124465 0.0132438 0.0010787 0.0000107
C10 0.0049718 0.0189856 0.0055453 0.0194334 0.4713260 0.0179596 0.0040272 0.0024719 0.0124465 3.5221876 0.4276015 0.4795333 0.0007078
O11 0.0008312 0.0045846 0.0009265 0.0027470 0.0360989 0.0113140 0.0012186 0.0425298 0.0132438 0.4276015 8.0088979 0.0494761 0.0004169
C12 0.0272430 0.4873217 0.0263255 0.0052011 0.0187015 0.0037450 0.0006758 0.0003210 0.0010787 0.4795333 0.0494761 3.8828323 0.0089525
