

C1 3.9834181 0.4826603 0.0424498 0.0047467 0.0216468 0.0004372 0.0002277 0.0000446 0.0000081 0.0000025 0.0000022 0.0000024 0.0000066 0.4716301
C2 0.4826603 3.5999118 0.4101273 0.0122384 0.0180039 0.0040350 0.0003403 0.0000758 0.0000424 0.0000050 0.0000196 0.0000057 0.0000303 0.0186966
O3 0.0424498 0.4101273 7.8834285 0.4457902 0.1363867 0.0322293 0.0098840 0.0014358 0.0004016 0.0000840 0.0001016 0.0000501 0.0002090 0.0019978
C4 0.0047467 0.0122384 0.4457902 2.9792460 0.6798274 0.4743813 0.0294325 0.0057191 0.0011420 0.0001614 0.0005201 0.0001962 0.0011598 0.0008465
O5 0.0216468 0.0180039 0.1363867 0.6798274 8.0818154 0.0498432 0.0113815 0.0020445 0.0004915 0.0000920 0.0003090 0.0001515 0.0007050 0.0175102
C6 0.0004372 0.0040350 0.0322293 0.4743813 0.0498432 3.8848981 0.4817249 0.0278660 0.0074935 0.0008940 0.0027044 0.0008621 0.0075349 0.0001989
C7 0.0002277 0.0003403 0.0098840 0.0294325 0.0113815 0.4817249 3.8703877 0.5003284 0.0287309 0.0046803 0.0027510 0.0047196 0.0261159 0.0000270
C8 0.0000446 0.0000758 0.0014358 0.0057191 0.0020445 0.0278660 0.5003284 3.8793649 0.6645240 0.0361225 0.0490001 0.0346860 0.6898892 0.0000066
C9 0.0000081 0.0000424 0.0004016 0.0011420 0.0004915 0.0074935 0.0287309 0.6645240 3.9591491 0.7095481 0.0357699 0.0503517 0.0359191 0.0000018
C10 0.0000025 0.0000050 0.0000840 0.0001614 0.0000920 0.0008940 0.0046803 0.0361225 0.7095481 3.9461869 0.6834567 0.0369829 0.0501281 0.0000006
C11 0.0000022 0.0000196 0.0001016 0.0005201 0.0003090 0.0027044 0.0027510 0.0490001 0.0357699 0.6834567 3.9626130 0.7061671 0.0377825 0.0000012
C12 0.0000024 0.0000057 0.0000501 0.0001962 0.0001515 0.0008621 0.0047196 0.0346860 0.0503517 0.0369829 0.7061671 3.9432788 0.6864152 0.0000007
C13 0.0000066 0.0000303 0.0002090 0.0011598 0.0007050 0.0075349 0.0261159 0.6898892 0.0359191 0.0501281 0.0377825 0.6864152 3.9515700 0.0000028
