

C1 3.9704395 0.5116399 0.0229046 0.0317371 0.0153341 0.0058912 0.0022900 0.0012801 0.0002206 0.0000413 0.0000067 0.0000014 0.0000009 0.0000050 0.0000158 0.4749363
C2 0.5116399 3.8551596 0.5143057 0.8077340 0.0300141 0.0427117 0.0358046 0.0090995 0.0009361 0.0001541 0.0000315 0.0000182 0.0000103 0.0000315 0.0000662 0.0191516
C3 0.0229046 0.5143057 3.9588156 0.0297862 0.0055152 0.0072994 0.0420880 0.0016172 0.0001516 0.0000235 0.0000182 0.0000054 0.0000012 0.0000037 0.0000055 0.0082524
C4 0.0317371 0.8077340 0.0297862 3.8912466 0.5102992 0.5141675 0.0498699 0.0330511 0.0041361 0.0005149 0.0000896 0.0000099 0.0000051 0.0000547 0.0002169 0.0042431
C5 0.0153341 0.0300141 0.0055152 0.5102992 3.9762114 0.0209634 0.0066748 0.0131726 0.0005012 0.0000751 0.0003038 0.0000279 0.0000125 0.0000042 0.0000203 0.0022872
C6 0.0058912 0.0427117 0.0072994 0.5141675 0.0209634 2.9762260 0.6532884 0.4331070 0.0115242 0.0041366 0.0006096 0.0000627 0.0000475 0.0002225 0.0007950 0.0007734
O7 0.0022900 0.0358046 0.0420880 0.0498699 0.0066748 0.6532884 8.0603354 0.1306571 0.0233291 0.0022872 0.0011193 0.0002624 0.0001146 0.0001233 0.0003435 0.0002966
O8 0.0012801 0.0090995 0.0016172 0.0330511 0.0131726 0.4331070 0.1306571 7.8407328 0.4140569 0.0376335 0.0234507 0.0020808 0.0007568 0.0014254 0.0051786 0.0002685
C9 0.0002206 0.0009361 0.0001516 0.0041361 0.0005012 0.0115242 0.0233291 0.4140569 3.6233750 0.4909396 0.0231690 0.0042508 0.0027895 0.0046936 0.0274368 0.0000607
C10 0.0000413 0.0001541 0.0000235 0.0005149 0.0000751 0.0041366 0.0022872 0.0376335 0.4909396 3.8971224 0.6800228 0.0351559 0.0489103 0.0357116 0.6769611 0.0000080
C11 0.0000067 0.0000315 0.0000182 0.0000896 0.0003038 0.0006096 0.0011193 0.0234507 0.0231690 0.6800228 3.9457932 0.6995765 0.0371743 0.0491797 0.0363705 0.0000022
C12 0.0000014 0.0000182 0.0000054 0.0000099 0.0000279 0.0000627 0.0002624 0.0020808 0.0042508 0.0351559 0.6995765 3.9515660 0.6922510 0.0379569 0.0526125 0.0000004
C13 0.0000009 0.0000103 0.0000012 0.0000051 0.0000125 0.0000475 0.0001146 0.0007568 0.0027895 0.0489103 0.0371743 0.6922510 3.9406939 0.6979797 0.0356535 0.0000001
C14 0.0000050 0.0000315 0.0000037 0.0000547 0.0000042 0.0002225 0.0001233 0.0014254 0.0046936 0.0357116 0.0491797 0.0379569 0.6979797 3.9484413 0.6957906 0.0000011
C15 0.0000158 0.0000662 0.0000055 0.0002169 0.0000203 0.0007950 0.0003435 0.0051786 0.0274368 0.6769611 0.0363705 0.0526125 0.0356535 0.6957906 3.9547434 0.0000034
