

O1 8.0538206 0.6893001 0.0639205 0.0341989 0.0017268 0.0009893 0.0006996 0.0001202 0.0000419 0.0000138 0.0000665 0.0000198 0.0000807 0.0007302 0.0026799 0.0106850 0.1339573 0.0096604
C2 0.6893001 2.9479275 0.5000395 0.0374545 0.0060818 0.0009279 0.0005669 0.0000991 0.0000343 0.0000078 0.0000336 0.0000204 0.0000768 0.0006775 0.0034494 0.0113958 0.4393001 0.0189781
C3 0.0639205 0.5000395 3.9638636 0.8568351 0.0310651 0.0097461 0.0056197 0.0006841 0.0002180 0.0000304 0.0000374 0.0000091 0.0000240 0.0002145 0.0007359 0.0060898 0.0379096 0.4688213
C4 0.0341989 0.0374545 0.8568351 3.9232154 0.5129142 0.0228998 0.0213169 0.0020688 0.0004102 0.0000428 0.0000439 0.0000065 0.0000083 0.0000630 0.0004318 0.0036547 0.0084538 0.0278906
C5 0.0017268 0.0060818 0.0310651 0.5129142 3.8919826 0.4868996 0.0242822 0.0051182 0.0012223 0.0001331 0.0001189 0.0000160 0.0000060 0.0000273 0.0002570 0.0026080 0.0114701 0.0059466
C6 0.0009893 0.0009279 0.0097461 0.0228998 0.4868996 3.8626150 0.4903577 0.0219917 0.0098361 0.0007591 0.0012920 0.0001608 0.0000254 0.0000320 0.0004745 0.0034150 0.0007587 0.0007548
C7 0.0006996 0.0005669 0.0056197 0.0213169 0.0242822 0.4903577 3.8635824 0.4979190 0.0209589 0.0015103 0.0034590 0.0004912 0.0000228 0.0000428 0.0000917 0.0008830 0.0005054 0.0002764
C8 0.0001202 0.0000991 0.0006841 0.0020688 0.0051182 0.0219917 0.4979190 3.8774244 0.4969982 0.0250729 0.0037900 0.0005077 0.0000634 0.0000196 0.0000072 0.0000611 0.0000759 0.0000297
C9 0.0000419 0.0000343 0.0002180 0.0004102 0.0012223 0.0098361 0.0209589 0.4969982 3.8716056 0.4806470 0.0279676 0.0058299 0.0010852 0.0000770 0.0000158 0.0000734 0.0000231 0.0000172
C10 0.0000138 0.0000078 0.0000304 0.0000428 0.0001331 0.0007591 0.0015103 0.0250729 0.4806470 3.8765759 0.4945527 0.0241555 0.0052203 0.0011723 0.0000809 0.0004168 0.0000985 0.0000021
C11 0.0000665 0.0000336 0.0000374 0.0000439 0.0001189 0.0012920 0.0034590 0.0037900 0.0279676 0.4945527 3.8651610 0.4875656 0.0245113 0.0084266 0.0005330 0.0036317 0.0006785 0.0000028
C12 0.0000198 0.0000204 0.0000091 0.0000065 0.0000160 0.0001608 0.0004912 0.0005077 0.0058299 0.0241555 0.4875656 3.8733775 0.4888195 0.0232832 0.0034725 0.0003597 0.0001435 0.0000017
C13 0.0000807 0.0000768 0.0000240 0.0000083 0.0000060 0.0000254 0.0000228 0.0000634 0.0010852 0.0052203 0.0245113 0.4888195 3.8780432 0.4939625 0.0250787 0.0022241 0.0005505 0.0000053
C14 0.0007302 0.0006775 0.0002145 0.0000630 0.0000273 0.0000320 0.0000428 0.0000196 0.0000770 0.0011723 0.0084266 0.0232832 0.4939625 3.8865318 0.4846391 0.0256637 0.0058874 0.0000434
C15 0.0026799 0.0034494 0.0007359 0.0004318 0.0002570 0.0004745 0.0000917 0.0000072 0.0000158 0.0000809 0.0005330 0.0034725 0.0250787 0.4846391 3.8959060 0.4802705 0.0405340 0.0001390
C16 0.0106850 0.0113958 0.0060898 0.0036547 0.0026080 0.0034150 0.0008830 0.0000611 0.0000734 0.0004168 0.0036317 0.0003597 0.0022241 0.0256637 0.4802705 3.5913291 0.4156184 0.0002058
O17 0.1339573 0.4393001 0.0379096 0.0084538 0.0114701 0.0007587 0.0005054 0.0000759 0.0000231 0.0000985 0.0006785 0.0001435 0.0005505 0.0058874 0.0405340 0.4156184 7.8615320 0.0050362
