

C1 3.7196830 0.4212282 0.0124034 0.0257181 0.0046401 0.0008796 0.0002001 0.0001414 0.0000879 0.0003610 0.0013415 0.0005992 0.0001148 0.0000304 0.0006430 0.0000592 0.0000417 0.0000084 0.0000090 0.0000007 0.0000003 0.0000006 0.0000003 0.0000035 0.0000260 0.4685692
O2 0.4212282 7.8318448 0.4462906 0.1356671 0.0316018 0.0063200 0.0015101 0.0021483 0.0006819 0.0063086 0.0362739 0.0174990 0.0038374 0.0011707 0.0025112 0.0002355 0.0001455 0.0000302 0.0000267 0.0000019 0.0000009 0.0000020 0.0000009 0.0000084 0.0000669 0.0295781
C3 0.0124034 0.4462906 2.9534393 0.6514411 0.5108819 0.0270234 0.0054168 0.0050380 0.0038824 0.0284286 0.0090784 0.0015928 0.0009562 0.0041627 0.0001602 0.0000175 0.0000100 0.0000026 0.0000023 0.0000002 0.0000001 0.0000002 0.0000001 0.0000013 0.0000061 0.0040070
O4 0.0257181 0.1356671 0.6514411 8.0788395 0.0522448 0.0303531 0.0028381 0.0076331 0.0022684 0.0191412 0.0046956 0.0012220 0.0003157 0.0017525 0.0001629 0.0000162 0.0000115 0.0000028 0.0000020 0.0000002 0.0000002 0.0000002 0.0000002 0.0000013 0.0000056 0.0027798
C5 0.0046401 0.0316018 0.5108819 0.0522448 3.8563615 0.6214078 0.0348141 0.0393574 0.0291653 0.6579887 0.0456570 0.0101197 0.0025778 0.0178466 0.0003878 0.0000530 0.0000270 0.0000030 0.0000044 0.0000005 0.0000002 0.0000002 0.0000002 0.0000035 0.0000240 0.0005345
C6 0.0008796 0.0063200 0.0270234 0.0303531 0.6214078 3.9453385 0.7368276 0.0379285 0.0496151 0.0318063 0.0070625 0.0013588 0.0005286 0.0046186 0.0001046 0.0000245 0.0000065 0.0000009 0.0000026 0.0000002 0.0000001 0.0000002 0.0000001 0.0000023 0.0000131 0.0001762
C7 0.0002001 0.0015101 0.0054168 0.0028381 0.0348141 0.7368276 3.9615436 0.6548317 0.0349605 0.0385430 0.0088224 0.0018780 0.0006163 0.0018815 0.0000952 0.0000255 0.0000075 0.0000011 0.0000022 0.0000002 0.0000001 0.0000002 0.0000001 0.0000011 0.0000067 0.0000446
C8 0.0001414 0.0021483 0.0050380 0.0076331 0.0393574 0.0379285 0.6548317 3.9519577 0.7290597 0.0372727 0.0081212 0.0017118 0.0004352 0.0028752 0.0001608 0.0000408 0.0000096 0.0000032 0.0000038 0.0000002 0.0000001 0.0000002 0.0000002 0.0000040 0.0000147 0.0000143
C9 0.0000879 0.0006819 0.0038824 0.0022684 0.0291653 0.0496151 0.0349605 0.7290597 3.9493813 0.6229017 0.0460307 0.0104612 0.0013342 0.0063994 0.0003204 0.0000566 0.0000199 0.0000077 0.0000027 0.0000003 0.0000001 0.0000002 0.0000002 0.0000086 0.0000238 0.0000121
C10 0.0003610 0.0063086 0.0284286 0.0191412 0.6579887 0.0318063 0.0385430 0.0372727 0.6229017 3.6051145 0.5241335 0.0227680 0.0068110 0.0150893 0.0006715 0.0001284 0.0000462 0.0000168 0.0000212 0.0000016 0.0000005 0.0000012 0.0000007 0.0000280 0.0002099 0.0000517
