

C1 3.9596396 0.4972063 0.0248990 0.0089748 0.0010356 0.0000693 0.0000202 0.0000121 0.0000031 0.0000009 0.0000006 0.0000002 0.0000002 0.0000002 0.0000004 0.0000001 0.0000003 0.0000004 0.0000002 0.4743860
C2 0.4972063 3.8557782 0.4894225 0.0233952 0.0058255 0.0012885 0.0002454 0.0000137 0.0000074 0.0000067 0.0000086 0.0000043 0.0000023 0.0000017 0.0000043 0.0000010 0.0000012 0.0000013 0.0000004 0.0200822
C3 0.0248990 0.4894225 3.8601713 0.4908981 0.0276394 0.0056208 0.0010517 0.0000676 0.0000677 0.0000194 0.0000213 0.0000099 0.0000043 0.0000044 0.0000105 0.0000025 0.0000026 0.0000051 0.0000028 0.0069955
C4 0.0089748 0.0233952 0.4908981 3.8752466 0.4888240 0.0247334 0.0057138 0.0009127 0.0002429 0.0001052 0.0000912 0.0000281 0.0000204 0.0000137 0.0000495 0.0000086 0.0000083 0.0000218 0.0000187 0.0022582
C5 0.0010356 0.0058255 0.0276394 0.4888240 3.8615402 0.4916077 0.0265899 0.0083866 0.0013752 0.0004813 0.0003457 0.0001138 0.0000653 0.0000534 0.0002001 0.0000758 0.0000498 0.0001949 0.0000678 0.0001967
C6 0.0000693 0.0012885 0.0056208 0.0247334 0.4916077 3.8731039 0.4907077 0.0235106 0.0118375 0.0011785 0.0009168 0.0002353 0.0000933 0.0001787 0.0006935 0.0005034 0.0001645 0.0021948 0.0001470 0.0000206
C7 0.0000202 0.0002454 0.0010517 0.0057138 0.0265899 0.4907077 3.8998451 0.4916792 0.0534337 0.0172847 0.0094810 0.0015403 0.0012230 0.0007013 0.0052919 0.0006511 0.0003947 0.0015785 0.0000961 0.0000039
C8 0.0000121 0.0000137 0.0000676 0.0009127 0.0083866 0.0235106 0.4916792 3.4318066 0.7879255 0.0211172 0.0097685 0.0014021 0.0014852 0.0012485 0.0091423 0.0010045 0.0007102 0.0181693 0.0011542 0.0000032
N9 0.0000031 0.0000074 0.0000677 0.0002429 0.0013752 0.0118375 0.0534337 0.7879255 6.4166677 0.5180364 0.0444407 0.0079235 0.0094972 0.0059195 0.0419151 0.0091589 0.0039763 0.0649160 0.0021284 0.0000013
C10 0.0000009 0.0000067 0.0000194 0.0001052 0.0004813 0.0011785 0.0172847 0.0211172 0.5180364 3.6248792 0.6660093 0.0370746 0.0415653 0.0324506 0.6217971 0.0265125 0.0160230 0.0068158 0.0003253 0.0000003
C11 0.0000006 0.0000086 0.0000213 0.0000912 0.0003457 0.0009168 0.0094810 0.0097685 0.0444407 0.6660093 3.9228244 0.6917271 0.0358844 0.0468865 0.0304152 0.0033468 0.0020352 0.0008045 0.0000690 0.0000002
C12 0.0000002 0.0000043 0.0000099 0.0000281 0.0001138 0.0002353 0.0015403 0.0014021 0.0079235 0.0370746 0.6917271 3.9522001 0.6910179 0.0380396 0.0440542 0.0051881 0.0078543 0.0024131 0.0001403 0.0000001
C13 0.0000002 0.0000023 0.0000043 0.0000204 0.0000653 0.0000933 0.0012230 0.0014852 0.0094972 0.0415653 0.0358844 0.6910179 3.9513319 0.6996434 0.0359193 0.0058277 0.0025750 0.0014511 0.0002070 0.0000001
C14 0.0000002 0.0000017 0.0000044 0.0000137 0.0000534 0.0001787 0.0007013 0.0012485 0.0059195 0.0324506 0.0468865 0.0380396 0.6996434 3.9338789 0.6725305 0.0265092 0.0274672 0.0065224 0.0008303 0.0000001
C15 0.0000004 0.0000043 0.0000105 0.0000495 0.0002001 0.0006935 0.0052919 0.0091423 0.0419151 0.6217971 0.0304152 0.0440542 0.0359193 0.6725305 3.8812069 0.5035084 0.0552480 0.0318473 0.0045440 0.0000003
C16 0.0000001 0.0000010 0.0000025 0.0000086 0.0000758 0.0005034 0.0006511 0.0010045 0.0091589 0.0265125 0.0033468 0.0051881 0.0058277 0.0265092 0.5035084 2.9216736 0.6532030 0.4422157 0.0123294 0.0000003
O17 0.0000003 0.0000012 0.0000026 0.0000083 0.0000498 0.0001645 0.0003947 0.0007102 0.0039763 0.0160230 0.0020352 0.0078543 0.0025750 0.0274672 0.0552480 0.6532030 8.1364987 0.1344152 0.0222150 0.0000006
O18 0.0000004 0.0000013 0.0000051 0.0000218 0.0001949 0.0021948 0.0015785 0.0181693 0.0649160 0.0068158 0.0008045 0.0024131 0.0014511 0.0065224 0.0318473 0.4422157 0.1344152 7.7966005 0.4242582 0.0000004
C19 0.0000002 0.0000004 0.0000028 0.0000187 0.0000678 0.0001470 0.0000961 0.0011542 0.0021284 0.0003253 0.0000690 0.0001403 0.0002070 0.0008303 0.0045440 0.0123294 0.0222150 0.4242582 3.7001013 0.0000001
