

C1 3.9609338 0.4983559 0.0249842 0.0095889 0.0009005 0.0002885 0.0001929 0.0000398 0.0000024 0.0000032 0.0000016 0.0000003 0.0000001 0.0000000 0.0000000 0.4671360
C2 0.4983559 3.8713329 0.4822333 0.0239952 0.0055969 0.0002456 0.0006650 0.0001210 0.0000074 0.0000077 0.0000052 0.0000009 0.0000002 0.0000000 0.0000000 0.0200672
C3 0.0249842 0.4822333 3.8700049 0.4963123 0.0239101 0.0025910 0.0057562 0.0007998 0.0000525 0.0000494 0.0000289 0.0000044 0.0000009 0.0000001 0.0000001 0.0101246
C4 0.0095889 0.0239952 0.4963123 3.8716921 0.5071315 0.0211410 0.0021629 0.0003650 0.0000381 0.0001878 0.0000135 0.0000011 0.0000003 0.0000001 0.0000001 0.0051292
C5 0.0009005 0.0055969 0.0239101 0.5071315 3.8676539 0.5074906 0.0210146 0.0058123 0.0005751 0.0010972 0.0001827 0.0000226 0.0000033 0.0000014 0.0000006 0.0003833
C6 0.0002885 0.0002456 0.0025910 0.0211410 0.5074906 3.8785119 0.5031981 0.0263160 0.0042117 0.0163597 0.0007152 0.0000717 0.0000118 0.0000069 0.0000021 0.0001671
C7 0.0001929 0.0006650 0.0057562 0.0021629 0.0210146 0.5031981 3.8690554 0.4778945 0.0206562 0.0146400 0.0058561 0.0009490 0.0002005 0.0000127 0.0000163 0.0000311
C8 0.0000398 0.0001210 0.0007998 0.0003650 0.0058123 0.0263160 0.4778945 3.9011110 0.4861808 0.0458823 0.0373287 0.0037632 0.0005460 0.0000605 0.0000673 0.0000090
C9 0.0000024 0.0000074 0.0000525 0.0000381 0.0005751 0.0042117 0.0206562 0.4861808 2.9547973 0.6687421 0.4344933 0.0117271 0.0048282 0.0004271 0.0005808 0.0000008
O10 0.0000032 0.0000077 0.0000494 0.0001878 0.0010972 0.0163597 0.0146400 0.0458823 0.6687421 8.1010898 0.1348656 0.0227120 0.0024862 0.0006753 0.0007670 0.0000023
O11 0.0000016 0.0000052 0.0000289 0.0000135 0.0001827 0.0007152 0.0058561 0.0373287 0.4344933 0.1348656 7.8418611 0.4106657 0.0363051 0.0142276 0.0145854 0.0000008
C12 0.0000003 0.0000009 0.0000044 0.0000011 0.0000226 0.0000717 0.0009490 0.0037632 0.0117271 0.0227120 0.4106657 3.5811800 0.4699962 0.0238978 0.0245582 0.0000001
C13 0.0000001 0.0000002 0.0000009 0.0000003 0.0000033 0.0000118 0.0002005 0.0005460 0.0048282 0.0024862 0.0363051 0.4699962 3.7927958 0.4848339 0.4898472 0.0000000
C14 0.0000000 0.0000000 0.0000001 0.0000001 0.0000014 0.0000069 0.0000127 0.0000605 0.0004271 0.0006753 0.0142276 0.0238978 0.4848339 3.9674181 0.0272858 0.0000000
C15 0.0000000 0.0000000 0.0000001 0.0000001 0.0000006 0.0000021 0.0000163 0.0000673 0.0005808 0.0007670 0.0145854 0.0245582 0.4898472 0.0272858 3.9725591 0.0000000
