

C1 4.0517918 0.9156713 0.0371302 0.0123112 0.0039380 0.0004466 0.0000741 0.0000143 0.0000069 0.0000247 0.0000022 0.4808447
C2 0.9156713 3.9534177 0.5099159 0.0328389 0.0103593 0.0009777 0.0001145 0.0000238 0.0000192 0.0000378 0.0000019 0.0328430
C3 0.0371302 0.5099159 3.8787537 0.4995470 0.0369936 0.0062338 0.0011651 0.0002389 0.0001450 0.0001133 0.0000101 0.0087721
C4 0.0123112 0.0328389 0.4995470 3.9597236 0.8875447 0.0346166 0.0133992 0.0015681 0.0007358 0.0006837 0.0000685 0.0008972
C5 0.0039380 0.0103593 0.0369936 0.8875447 3.9577009 0.5188457 0.0230527 0.0054644 0.0023391 0.0015220 0.0000945 0.0005136
C6 0.0004466 0.0009777 0.0062338 0.0346166 0.5188457 3.8903986 0.4837775 0.0322651 0.0129624 0.0102374 0.0003821 0.0000632
C7 0.0000741 0.0001145 0.0011651 0.0133992 0.0230527 0.4837775 3.8915652 0.4641624 0.0501047 0.0371202 0.0047331 0.0000057
C8 0.0000143 0.0000238 0.0002389 0.0015681 0.0054644 0.0322651 0.4641624 2.9223270 0.6708917 0.4389927 0.0120873 0.0000018
O9 0.0000069 0.0000192 0.0001450 0.0007358 0.0023391 0.0129624 0.0501047 0.6708917 8.1546237 0.1371770 0.0203797 0.0000027
O10 0.0000247 0.0000378 0.0001133 0.0006837 0.0015220 0.0102374 0.0371202 0.4389927 0.1371770 7.9087657 0.4259693 0.0000022
C11 0.0000022 0.0000019 0.0000101 0.0000685 0.0000945 0.0003821 0.0047331 0.0120873 0.0203797 0.4259693 3.6817180 0.0000003
