

O1 8.0198551 0.7310393 0.0616857 0.0405838 0.0563545 0.0093496 0.0100625 0.0026694 0.0026295 0.0513057 0.0005467 0.0002145 0.0154098
C2 0.7310393 3.2074438 0.4620055 0.0343864 0.4585120 0.0363895 0.0200247 0.0074539 0.0012885 0.0051973 0.0001595 0.0000858 0.0239226
C3 0.0616857 0.4620055 3.5418779 0.4543115 0.0216393 0.0256991 0.0017342 0.0013000 0.0001360 0.0006155 0.0000262 0.0000129 0.4389064
O4 0.0405838 0.0343864 0.4543115 8.1111796 0.0045085 0.0046640 0.0006151 0.0004807 0.0000375 0.0002537 0.0000101 0.0000094 0.0411078
C5 0.0563545 0.4585120 0.0216393 0.0045085 3.5493120 0.4362753 0.4483354 0.0465931 0.0191718 0.0029180 0.0047676 0.0010701 0.0014485
O6 0.0093496 0.0363895 0.0256991 0.0046640 0.4362753 8.0453921 0.0448658 0.0405304 0.0069448 0.0005428 0.0015759 0.0005853 0.0109696
C7 0.0100625 0.0200247 0.0017342 0.0006151 0.4483354 0.0448658 3.5239996 0.4301424 0.4584369 0.0344428 0.0228969 0.0054335 0.0007697
O8 0.0026694 0.0074539 0.0013000 0.0004807 0.0465931 0.0405304 0.4301424 7.9671227 0.0453882 0.0099896 0.0221252 0.0035736 0.0001774
C9 0.0026295 0.0012885 0.0001360 0.0000375 0.0191718 0.0069448 0.4584369 0.0453882 3.4410939 0.4444789 0.4454537 0.0372479 0.0000839
O10 0.0513057 0.0051973 0.0006155 0.0002537 0.0029180 0.0005428 0.0344428 0.0099896 0.4444789 8.0829107 0.0478291 0.0210310 0.0003163
C11 0.0005467 0.0001595 0.0000262 0.0000101 0.0047676 0.0015759 0.0228969 0.0221252 0.4454537 0.0478291 3.5586659 0.4457011 0.0000091
O12 0.0002145 0.0000858 0.0000129 0.0000094 0.0010701 0.0005853 0.0054335 0.0035736 0.0372479 0.0210310 0.4457011 8.1212227 0.0000109
