

C1 3.9733733 0.4988808 0.0264213 0.0199027 0.4675965
C2 0.4988808 3.8557264 0.4959833 0.0411999 0.0190896
C3 0.0264213 0.4959833 3.9794458 0.5407117 0.0057498
S4 0.0199027 0.0411999 0.5407117 14.8061759 0.0266345
