

O1 8.1471290 0.6595481 0.1423071 0.0565822 0.0453939 0.0033452 0.0039525 0.0005249 0.0030028 0.0003724 0.0033817 0.0068232
C2 0.6595481 2.9209997 0.4367592 0.5133220 0.0416779 0.0066591 0.0030900 0.0003204 0.0020296 0.0004420 0.0027650 0.0078837
O3 0.1423071 0.4367592 8.1083756 0.0408886 0.0112853 0.0013946 0.0008829 0.0001033 0.0007547 0.0001442 0.0010113 0.3254673
C4 0.0565822 0.5133220 0.0408886 3.9477079 0.8297983 0.0341224 0.0239995 0.0025621 0.0122131 0.0023687 0.0200247 0.0048963
C5 0.0453939 0.0416779 0.0112853 0.8297983 3.9299331 0.5524036 0.0287389 0.0069451 0.0039563 0.0049297 0.0332796 0.0009098
C6 0.0033452 0.0066591 0.0013946 0.0341224 0.5524036 3.8645359 0.6696187 0.0361331 0.0434984 0.0346338 0.6577994 0.0002157
C7 0.0039525 0.0030900 0.0008829 0.0239995 0.0287389 0.6696187 3.9502603 0.6955404 0.0351918 0.0493355 0.0340426 0.0000362
C8 0.0005249 0.0003204 0.0001033 0.0025621 0.0069451 0.0361331 0.6955404 3.9515034 0.6952163 0.0371166 0.0476386 0.0000042
C9 0.0030028 0.0020296 0.0007547 0.0122131 0.0039563 0.0434984 0.0351918 0.6952163 3.9591847 0.6876405 0.0369744 0.0000270
C10 0.0003724 0.0004420 0.0001442 0.0023687 0.0049297 0.0346338 0.0493355 0.0371166 0.6876405 3.9441336 0.7088298 0.0000173
C11 0.0033817 0.0027650 0.0010113 0.0200247 0.0332796 0.6577994 0.0340426 0.0476386 0.0369744 0.7088298 3.9531170 0.0000715
