

C1 3.9634958 0.4959303 0.0278336 0.0058674 0.0012386 0.0001534 0.0001197 0.0000242 0.0000018 0.0000014 0.0000014 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4799051
C2 0.4959303 3.8650222 0.4902797 0.0225653 0.0089629 0.0009609 0.0004763 0.0000655 0.0000061 0.0000052 0.0000055 0.0000007 0.0000010 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0215279
C3 0.0278336 0.4902797 3.8663284 0.4903842 0.0240441 0.0053964 0.0008672 0.0001462 0.0000106 0.0000099 0.0000073 0.0000010 0.0000019 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0040630
C4 0.0058674 0.0225653 0.4903842 3.8691023 0.4919916 0.0230853 0.0074830 0.0017824 0.0001258 0.0000833 0.0000675 0.0000071 0.0000052 0.0000026 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003862
C5 0.0012386 0.0089629 0.0240441 0.4919916 3.8626626 0.4942297 0.0211454 0.0086886 0.0008612 0.0000638 0.0000573 0.0000064 0.0000033 0.0000028 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003864
C6 0.0001534 0.0009609 0.0053964 0.0230853 0.4942297 3.8636798 0.4746621 0.0248652 0.0057521 0.0003237 0.0006670 0.0000980 0.0000229 0.0000263 0.0000053 0.0000003 0.0000004 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000835
C7 0.0001197 0.0004763 0.0008672 0.0074830 0.0211454 0.4746621 3.8714624 0.5060808 0.0209421 0.0018802 0.0044642 0.0005163 0.0001425 0.0001261 0.0000299 0.0000020 0.0000006 0.0000001 0.0000001 0.0000001 0.0000003 0.0000001 0.0000000 0.0000000 0.0000210
C8 0.0000242 0.0000655 0.0001462 0.0017824 0.0086886 0.0248652 0.5060808 3.8663368 0.5127991 0.0211135 0.0026892 0.0002151 0.0000821 0.0003148 0.0000170 0.0000027 0.0000083 0.0000008 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000020
C9 0.0000018 0.0000061 0.0000106 0.0001258 0.0008612 0.0057521 0.0209421 0.5127991 3.8649181 0.5065524 0.0238450 0.0049056 0.0015987 0.0019803 0.0000712 0.0000251 0.0000118 0.0000015 0.0000014 0.0000004 0.0000006 0.0000002 0.0000000 0.0000000 0.0000004
C10 0.0000014 0.0000052 0.0000099 0.0000833 0.0000638 0.0003237 0.0018802 0.0211135 0.5065524 3.8662812 0.4982419 0.0204107 0.0072626 0.0202912 0.0007036 0.0001741 0.0001474 0.0000185 0.0000116 0.0000036 0.0000028 0.0000010 0.0000001 0.0000002 0.0000002
C11 0.0000014 0.0000055 0.0000073 0.0000675 0.0000573 0.0006670 0.0044642 0.0026892 0.0238450 0.4982419 3.8888684 0.4604187 0.0560095 0.0325382 0.0053640 0.0004754 0.0001009 0.0000234 0.0000169 0.0000092 0.0000323 0.0000096 0.0000005 0.0000018 0.0000003
C12 0.0000002 0.0000007 0.0000010 0.0000071 0.0000064 0.0000980 0.0005163 0.0002151 0.0049056 0.0204107 0.4604187 2.9129798 0.6580083 0.4475399 0.0117544 0.0039473 0.0010275 0.0001111 0.0001121 0.0000511 0.0001050 0.0000215 0.0000013 0.0000053 0.0000001
O13 0.0000003 0.0000010 0.0000019 0.0000052 0.0000033 0.0000229 0.0001425 0.0000821 0.0015987 0.0072626 0.0560095 0.6580083 8.1643525 0.1373041 0.0127662 0.0182731 0.0013460 0.0005673 0.0004110 0.0000426 0.0000553 0.0000212 0.0000016 0.0000033 0.0000002
O14 0.0000001 0.0000003 0.0000007 0.0000026 0.0000028 0.0000263 0.0001261 0.0003148 0.0019803 0.0202912 0.0325382 0.4475399 0.1373041 7.8381873 0.4005483 0.0392517 0.0153422 0.0015904 0.0008358 0.0003982 0.0005648 0.0001304 0.0000085 0.0000246 0.0000002
C15 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000053 0.0000299 0.0000170 0.0000712 0.0007036 0.0053640 0.0117544 0.0127662 0.4005483 3.6669610 0.4816659 0.0247173 0.0069456 0.0024675 0.0037106 0.0049038 0.0005700 0.0000399 0.0001726 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000020 0.0000027 0.0000251 0.0001741 0.0004754 0.0039473 0.0182731 0.0392517 0.4816659 3.8851824 0.4861958 0.0326830 0.0230271 0.0023869 0.0034544 0.0006627 0.0000397 0.0001053 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004 0.0000006 0.0000083 0.0000118 0.0001474 0.0001009 0.0010275 0.0013460 0.0153422 0.0247173 0.4861958 3.8355986 0.4557405 0.4969904 0.0195315 0.0014921 0.0003648 0.0000451 0.0003639 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000008 0.0000015 0.0000185 0.0000234 0.0001111 0.0005673 0.0015904 0.0069456 0.0326830 0.4557405 3.9495534 0.0366674 0.0063251 0.0005251 0.0001442 0.0000246 0.0000736 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000014 0.0000116 0.0000169 0.0001121 0.0004110 0.0008358 0.0024675 0.0230271 0.4969904 0.0366674 3.8613931 0.5064969 0.0248158 0.0087557 0.0008077 0.0011966 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000036 0.0000092 0.0000511 0.0000426 0.0003982 0.0037106 0.0023869 0.0195315 0.0063251 0.5064969 3.8858138 0.5118546 0.0319001 0.0052446 0.0151177 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000001 0.0000006 0.0000028 0.0000323 0.0001050 0.0000553 0.0005648 0.0049038 0.0034544 0.0014921 0.0005251 0.0248158 0.5118546 3.9606035 0.8511353 0.0362003 0.0330454 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000002 0.0000010 0.0000096 0.0000215 0.0000212 0.0001304 0.0005700 0.0006627 0.0003648 0.0001442 0.0087557 0.0319001 0.8511353 3.8924576 0.5191555 0.5125102 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000013 0.0000016 0.0000085 0.0000399 0.0000397 0.0000451 0.0000246 0.0008077 0.0052446 0.0362003 0.5191555 3.9647544 0.0241755 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000018 0.0000053 0.0000033 0.0000246 0.0001726 0.0001053 0.0003639 0.0000736 0.0011966 0.0151177 0.0330454 0.5125102 0.0241755 3.9702762 0.0000000
