

C1 3.9404451 0.8713931 0.0285408 0.0151180 0.0016226 0.0011665 0.0192426 0.5418120 0.0292783 0.0044860 0.0031319 0.0060874 0.0266706 0.4627478
C2 0.8713931 3.9292066 0.4654296 0.0492697 0.0032769 0.0047427 0.0373223 0.0354127 0.0197777 0.0023064 0.0125610 0.0024738 0.0238475 0.0264726
C3 0.0285408 0.4654296 3.1516357 0.4063606 0.0113885 0.0171430 0.4102614 0.0055643 0.0013798 0.0002284 0.0006807 0.0001369 0.0015920 0.0039946
O4 0.0151180 0.0492697 0.4063606 7.9468577 0.4314267 0.0457191 0.0757655 0.0011410 0.0010381 0.0001203 0.0008127 0.0001141 0.0010729 0.0009291
C5 0.0016226 0.0032769 0.0113885 0.4314267 3.5713635 0.4575167 0.0492073 0.0001462 0.0001288 0.0000153 0.0001036 0.0000141 0.0001319 0.0005351
C6 0.0011665 0.0047427 0.0171430 0.0457191 0.4575167 3.5886043 0.4389502 0.0000961 0.0000592 0.0000077 0.0000463 0.0000158 0.0001039 0.0003868
O7 0.0192426 0.0373223 0.4102614 0.0757655 0.0492073 0.4389502 7.8777765 0.0014177 0.0003536 0.0000410 0.0002345 0.0001230 0.0006953 0.0146262
C8 0.5418120 0.0354127 0.0055643 0.0011410 0.0001462 0.0000961 0.0014177 3.8768506 0.6533301 0.0340405 0.0466319 0.0342947 0.6777303 0.0184881
C9 0.0292783 0.0197777 0.0013798 0.0010381 0.0001288 0.0000592 0.0003536 0.6533301 3.9421970 0.7163449 0.0373216 0.0473672 0.0361153 0.0062160
C10 0.0044860 0.0023064 0.0002284 0.0001203 0.0000153 0.0000077 0.0000410 0.0340405 0.7163449 3.9527134 0.6804883 0.0359627 0.0489838 0.0004886
C11 0.0031319 0.0125610 0.0006807 0.0008127 0.0001036 0.0000463 0.0002345 0.0466319 0.0373216 0.6804883 3.9547444 0.7010460 0.0369668 0.0002252
C12 0.0060874 0.0024738 0.0001369 0.0001141 0.0000141 0.0000158 0.0001230 0.0342947 0.0473672 0.0359627 0.7010460 3.9591017 0.6930251 0.0008176
C13 0.0266706 0.0238475 0.0015920 0.0010729 0.0001319 0.0001039 0.0006953 0.6777303 0.0361153 0.0489838 0.0369668 0.6930251 3.9462499 0.0037984
