

C1 3.9902930 0.4892643 0.0229583 0.0455671 0.4759798
C2 0.4892643 3.5485780 0.4540971 0.4704542 0.0213512
C3 0.0229583 0.4540971 3.8353808 0.4807148 0.0102529
O4 0.0455671 0.4704542 0.4807148 7.7635087 0.0043761
