

C1 3.6578672 0.4364026 0.0138212 0.0101299 0.0010053 0.0000599 0.0000146 0.0000019 0.0000020 0.0000004 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000154 0.0006117 0.0009795 0.0045030 0.0008924 0.4626045
O2 0.4364026 7.9019584 0.4565180 0.0554905 0.0076806 0.0009060 0.0003758 0.0000395 0.0000320 0.0000039 0.0000034 0.0000009 0.0000002 0.0000001 0.0000001 0.0000001 0.0000004 0.0000002 0.0000007 0.0000002 0.0000003 0.0002859 0.0128027 0.0067612 0.0476300 0.0256687 0.0376216
C3 0.0138212 0.4565180 3.5269188 0.6547420 0.0332109 0.0039482 0.0012119 0.0001641 0.0001352 0.0000222 0.0000156 0.0000031 0.0000011 0.0000002 0.0000001 0.0000001 0.0000009 0.0000003 0.0000012 0.0000002 0.0000006 0.0010411 0.0431454 0.0337937 0.6276596 0.0453229 0.0022447
C4 0.0101299 0.0554905 0.6547420 3.9529396 0.6844243 0.0256686 0.0061009 0.0007110 0.0008933 0.0001666 0.0001114 0.0000124 0.0000088 0.0000015 0.0000006 0.0000007 0.0000042 0.0000014 0.0000046 0.0000006 0.0000022 0.0069587 0.0377123 0.0449786 0.0334391 0.0065564 0.0027176
C5 0.0010053 0.0076806 0.0332109 0.6844243 3.8670071 0.4627025 0.0421030 0.0026884 0.0045923 0.0004856 0.0003006 0.0000373 0.0000099 0.0000024 0.0000006 0.0000013 0.0000102 0.0000049 0.0000285 0.0000032 0.0000077 0.0412552 0.6699779 0.0346750 0.0409265 0.0114392 0.0002719
C6 0.0000599 0.0009060 0.0039482 0.0256686 0.4627025 3.1251483 0.4050719 0.0111472 0.0139212 0.0033714 0.0009910 0.0001123 0.0000488 0.0000084 0.0000026 0.0000038 0.0000297 0.0000099 0.0000281 0.0000035 0.0000122 0.4067904 0.0223023 0.0043202 0.0023213 0.0008654 0.0000128
O7 0.0000146 0.0003758 0.0012119 0.0061009 0.0421030 0.4050719 7.9237412 0.4308729 0.0421643 0.0062781 0.0007359 0.0011190 0.0001758 0.0000105 0.0000039 0.0000252 0.0001662 0.0001295 0.0002341 0.0000280 0.0000334 0.0780223 0.0160709 0.0015825 0.0015377 0.0004954 0.0000144
C8 0.0000019 0.0000395 0.0001641 0.0007110 0.0026884 0.0111472 0.4308729 3.5893648 0.4577671 0.0195453 0.0030258 0.0063554 0.0006694 0.0000468 0.0000133 0.0001366 0.0011074 0.0005567 0.0013808 0.0001473 0.0001916 0.0472553 0.0011611 0.0001248 0.0002343 0.0000825 0.0000024
C9 0.0000020 0.0000320 0.0001352 0.0008933 0.0045923 0.0139212 0.0421643 0.4577671 3.5552324 0.4645401 0.0405926 0.0021370 0.0006933 0.0000875 0.0000276 0.0000154 0.0001200 0.0003684 0.0016527 0.0002040 0.0012472 0.4250528 0.0008868 0.0001492 0.0003129 0.0001133 0.0000014
C10 0.0000004 0.0000039 0.0000222 0.0001666 0.0004856 0.0033714 0.0062781 0.0195453 0.4645401 3.4789798 0.4369893 0.0128648 0.0024896 0.0004931 0.0001069 0.0000587 0.0004522 0.0024059 0.0003391 0.0000630 0.0014886 0.0361685 0.0002025 0.0000310 0.0000759 0.0000278 0.0000004
O11 0.0000004 0.0000034 0.0000156 0.0001114 0.0003006 0.0009910 0.0007359 0.0030258 0.0405926 0.4369893 7.9636366 0.4164066 0.0457106 0.0057089 0.0009417 0.0011594 0.0050207 0.0377807 0.0122356 0.0013375 0.0326794 0.0081021 0.0001090 0.0000182 0.0000538 0.0000199 0.0000007
C12 0.0000001 0.0000009 0.0000031 0.0000124 0.0000373 0.0001123 0.0011190 0.0063554 0.0021370 0.0128648 0.4164066 3.4620433 0.4596466 0.0186685 0.0038353 0.0089938 0.0252787 0.4612737 0.0178397 0.0050000 0.0024046 0.0005099 0.0000082 0.0000012 0.0000039 0.0000014 0.0000001
C13 0.0000000 0.0000002 0.0000011 0.0000088 0.0000099 0.0000488 0.0001758 0.0006694 0.0006933 0.0024896 0.0457106 0.4596466 3.8927146 0.4810621 0.0271671 0.0210900 0.0037914 0.0249494 0.0037110 0.0006787 0.0003648 0.0001684 0.0000090 0.0000012 0.0000054 0.0000020 0.0000001
C14 0.0000000 0.0000001 0.0000002 0.0000015 0.0000024 0.0000084 0.0000105 0.0000468 0.0000875 0.0004931 0.0057089 0.0186685 0.4810621 3.8055179 0.4857615 0.4831596 0.0191815 0.0155668 0.0013562 0.0001796 0.0001672 0.0000418 0.0000013 0.0000002 0.0000008 0.0000003 0.0000000
C15 0.0000000 0.0000001 0.0000001 0.0000006 0.0000006 0.0000026 0.0000039 0.0000133 0.0000276 0.0001069 0.0009417 0.0038353 0.0271671 0.4857615 3.9671384 0.0298014 0.0054067 0.0019738 0.0003171 0.0000549 0.0000370 0.0000120 0.0000007 0.0000001 0.0000004 0.0000003 0.0000000
