

C1 3.9877224 0.5211459 0.0374613 0.0063693 0.0034215 0.0012661 0.0002120 0.0000476 0.0000035 0.0000007 0.0000010 0.4787382
C2 0.5211459 3.9381840 0.8613988 0.0429243 0.0431457 0.0119991 0.0011244 0.0001570 0.0000389 0.0000037 0.0000046 0.0215802
C3 0.0374613 0.8613988 3.9600415 0.5055889 0.0543451 0.0369108 0.0042847 0.0005373 0.0000598 0.0000083 0.0000132 0.0061084
C4 0.0063693 0.0429243 0.5055889 2.9405144 0.6607596 0.4405880 0.0116734 0.0042644 0.0004365 0.0000461 0.0000661 0.0011714
O5 0.0034215 0.0431457 0.0543451 0.6607596 8.1199962 0.1340033 0.0211122 0.0023119 0.0006598 0.0001588 0.0000358 0.0004063
O6 0.0012661 0.0119991 0.0369108 0.4405880 0.1340033 7.8793099 0.4105702 0.0367073 0.0138532 0.0014967 0.0005805 0.0003118
C7 0.0002120 0.0011244 0.0042847 0.0116734 0.0211122 0.4105702 3.6053466 0.4793088 0.0240109 0.0056549 0.0008497 0.0000575
C8 0.0000476 0.0001570 0.0005373 0.0042644 0.0023119 0.0367073 0.4793088 3.8735011 0.4880597 0.0247089 0.0092211 0.0000111
C9 0.0000035 0.0000389 0.0000598 0.0004365 0.0006598 0.0138532 0.0240109 0.4880597 3.8735260 0.4921677 0.0249625 0.0000012
C10 0.0000007 0.0000037 0.0000083 0.0000461 0.0001588 0.0014967 0.0056549 0.0247089 0.4921677 3.8625506 0.4973937 0.0000002
C11 0.0000010 0.0000046 0.0000132 0.0000661 0.0000358 0.0005805 0.0008497 0.0092211 0.0249625 0.4973937 3.9722887 0.0000004
