

C1 3.9669953 0.4775353 0.0538346 0.0222080 0.0144591 0.4704388
C2 0.4775353 3.4746612 0.4273314 0.4562272 0.0418470 0.0194122
O3 0.0538346 0.4273314 8.1293606 0.0427735 0.0240847 0.0119766
C4 0.0222080 0.4562272 0.0427735 3.5572093 0.4911004 0.0017921
N5 0.0144591 0.0418470 0.0240847 0.4911004 6.6113808 0.0115565
