

C1 3.9612958 0.4867036 0.0302458 0.0261738 0.0102413 0.0008767 0.0001353 0.0000587 0.0001036 0.0004609 0.0060541 0.4697939
C2 0.4867036 3.7947218 0.4872432 0.4961734 0.0327119 0.0054080 0.0003684 0.0001491 0.0001489 0.0037374 0.0199429 0.0188190
C3 0.0302458 0.4872432 3.9441922 0.0249442 0.0213321 0.0015564 0.0003279 0.0000717 0.0000527 0.0007315 0.0046552 0.0132848
C4 0.0261738 0.4961734 0.0249442 3.9002754 0.8570586 0.0310521 0.0056185 0.0008781 0.0021392 0.0259672 0.4997932 0.0019596
C5 0.0102413 0.0327119 0.0213321 0.8570586 3.9841623 0.5156207 0.0200763 0.0040040 0.0037609 0.0128527 0.0315800 0.0009358
C6 0.0008767 0.0054080 0.0015564 0.0310521 0.5156207 3.8901203 0.4711968 0.0242770 0.0401234 0.0188758 0.0056909 0.0000650
C7 0.0001353 0.0003684 0.0003279 0.0056185 0.0200763 0.4711968 3.4710173 0.4674240 0.4177418 0.4625150 0.0188505 0.0000270
C8 0.0000587 0.0001491 0.0000717 0.0008781 0.0040040 0.0242770 0.4674240 3.9857476 0.0511723 0.0278716 0.0051169 0.0000066
O9 0.0001036 0.0001489 0.0000527 0.0021392 0.0037609 0.0401234 0.4177418 0.0511723 8.0588813 0.0495982 0.0119438 0.0000158
C10 0.0004609 0.0037374 0.0007315 0.0259672 0.0128527 0.0188758 0.4625150 0.0278716 0.0495982 3.8650949 0.4875544 0.0000377
C11 0.0060541 0.0199429 0.0046552 0.4997932 0.0315800 0.0056909 0.0188505 0.0051169 0.0119438 0.4875544 3.8819510 0.0006685
