

C1 3.9643567 0.4964888 0.0294392 0.0059710 0.0009583 0.0001763 0.0000331 0.0000167 0.0000054 0.0000008 0.0000003 0.0000001 0.4798879
C2 0.4964888 3.8672709 0.4917352 0.0230221 0.0075046 0.0009778 0.0000845 0.0000659 0.0000236 0.0000014 0.0000011 0.0000002 0.0207391
C3 0.0294392 0.4917352 3.8617331 0.4932139 0.0228749 0.0057769 0.0014044 0.0005775 0.0002025 0.0000285 0.0000052 0.0000008 0.0031586
C4 0.0059710 0.0230221 0.4932139 3.8649023 0.4913935 0.0287864 0.0052437 0.0021013 0.0012459 0.0000848 0.0000339 0.0000039 0.0003350
C5 0.0009583 0.0075046 0.0228749 0.4913935 3.8803811 0.4747117 0.0285579 0.0138385 0.0079839 0.0002894 0.0002005 0.0000197 0.0003125
C6 0.0001763 0.0009778 0.0057769 0.0287864 0.4747117 3.8904518 0.4825604 0.0549956 0.0347801 0.0040403 0.0004152 0.0000857 0.0000676
C7 0.0000331 0.0000845 0.0014044 0.0052437 0.0285579 0.4825604 2.9319890 0.6668959 0.4363108 0.0115829 0.0034889 0.0009044 0.0000105
O8 0.0000167 0.0000659 0.0005775 0.0021013 0.0138385 0.0549956 0.6668959 8.1236349 0.1361274 0.0149467 0.0155784 0.0014812 0.0000095
O9 0.0000054 0.0000236 0.0002025 0.0012459 0.0079839 0.0347801 0.4363108 0.1361274 7.9205633 0.4107071 0.0367384 0.0122153 0.0000033
C10 0.0000008 0.0000014 0.0000285 0.0000848 0.0002894 0.0040403 0.0115829 0.0149467 0.4107071 3.5905819 0.4808338 0.0266602 0.0000004
C11 0.0000003 0.0000011 0.0000052 0.0000339 0.0002005 0.0004152 0.0034889 0.0155784 0.0367384 0.4808338 3.8872867 0.4935106 0.0000003
C12 0.0000001 0.0000002 0.0000008 0.0000039 0.0000197 0.0000857 0.0009044 0.0014812 0.0122153 0.0266602 0.4935106 3.9617426 0.0000001
