

C1 4.0467176 0.8775100 0.0369542 0.0138682 0.0494851 0.0026796 0.0016997 0.0004427 0.0000664 0.0001012 0.0000812 0.4909221
C2 0.8775100 3.9672128 0.5530011 0.0233497 0.0375243 0.0102745 0.0012395 0.0001579 0.0000489 0.0000506 0.0001653 0.0319962
C3 0.0369542 0.5530011 3.8686699 0.5072072 0.8376374 0.0291286 0.0103156 0.0021039 0.0003825 0.0004482 0.0001991 0.0058403
C4 0.0138682 0.0233497 0.5072072 3.9609190 0.0358274 0.0059372 0.0007387 0.0002201 0.0000592 0.0000539 0.0000412 0.0011374
C5 0.0494851 0.0375243 0.8376374 0.0358274 3.9564380 0.5086160 0.0331208 0.0054177 0.0010539 0.0008484 0.0012988 0.0031933
C6 0.0026796 0.0102745 0.0291286 0.0059372 0.5086160 3.8742407 0.4847815 0.0194068 0.0077049 0.0052389 0.0114709 0.0001856
C7 0.0016997 0.0012395 0.0103156 0.0007387 0.0331208 0.4847815 3.8657041 0.4645230 0.0216280 0.0277930 0.0391896 0.0001016
C8 0.0004427 0.0001579 0.0021039 0.0002201 0.0054177 0.0194068 0.4645230 3.4492591 0.4767365 0.4611489 0.4242829 0.0000258
C9 0.0000664 0.0000489 0.0003825 0.0000592 0.0010539 0.0077049 0.0216280 0.4767365 3.9727458 0.0298093 0.0475619 0.0000042
C10 0.0001012 0.0000506 0.0004482 0.0000539 0.0008484 0.0052389 0.0277930 0.4611489 0.0298093 3.9653491 0.0505519 0.0000061
O11 0.0000812 0.0001653 0.0001991 0.0000412 0.0012988 0.0114709 0.0391896 0.4242829 0.0475619 0.0505519 8.0673165 0.0000070
