

C1 3.9812227 0.5041353 0.0248807 0.0151057 0.0044570 0.0009104 0.0004805 0.0004691 0.0020633 0.0001353 0.0001148 0.0000231 0.0001322 0.0042434 0.0008310 0.0004832 0.0005079 0.0245864 0.0154330 0.4640873
C2 0.5041353 3.8483528 0.6618148 0.0233195 0.0339712 0.0046003 0.0017634 0.0019003 0.0371018 0.0020215 0.0019435 0.0002033 0.0021824 0.0312967 0.0043810 0.0018587 0.0020119 0.6769577 0.0258300 0.0186154
C3 0.0248807 0.6618148 3.8521011 0.5076022 0.6464050 0.0379242 0.0144246 0.0134638 0.0259839 0.0033041 0.0004227 0.0007599 0.0006473 0.0387935 0.0032164 0.0029294 0.0032317 0.0394078 0.0049758 0.0041074
C4 0.0151057 0.0233195 0.5076022 3.9834448 0.0247443 0.0129927 0.0113519 0.0034721 0.0036670 0.0006091 0.0000468 0.0001932 0.0001006 0.0022357 0.0002207 0.0001966 0.0002156 0.0046315 0.0008351 0.0017885
C5 0.0044570 0.0339712 0.6464050 0.0247443 3.6935495 0.4149903 0.0402539 0.0395218 0.6269836 0.0211001 0.0057019 0.0043075 0.0089067 0.0383119 0.0045644 0.0015548 0.0016249 0.0439672 0.0026383 0.0006906
N6 0.0009104 0.0046003 0.0379242 0.0129927 0.4149903 4.6396125 0.8395822 0.7711975 0.0323831 0.0059990 0.0043961 0.0005714 0.0110636 0.0046163 0.0008212 0.0003362 0.0003214 0.0038813 0.0002591 0.0002054
O7 0.0004805 0.0017634 0.0144246 0.0113519 0.0402539 0.8395822 7.1995561 0.2239088 0.0107712 0.0012513 0.0016371 0.0002627 0.0132888 0.0016453 0.0003525 0.0001366 0.0001876 0.0034247 0.0002343 0.0001038
O8 0.0004691 0.0019003 0.0134638 0.0034721 0.0395218 0.7711975 0.2239088 7.2810148 0.0109633 0.0028425 0.0245926 0.0004254 0.0028674 0.0016955 0.0003385 0.0003139 0.0001050 0.0037744 0.0002487 0.0001259
C9 0.0020633 0.0371018 0.0259839 0.0036670 0.6269836 0.0323831 0.0107712 0.0109633 3.8005106 0.5001453 0.0251599 0.0228922 0.0295922 0.6645063 0.0292724 0.0111379 0.0111238 0.0276035 0.0033535 0.0003579
C10 0.0001353 0.0020215 0.0033041 0.0006091 0.0211001 0.0059990 0.0012513 0.0028425 0.5001453 3.7675301 0.4756232 0.4851735 0.4530537 0.0233119 0.0041182 0.0018434 0.0010196 0.0035975 0.0007068 0.0000223
C11 0.0001148 0.0019435 0.0004227 0.0000468 0.0057019 0.0043961 0.0016371 0.0245926 0.0251599 0.4756232 3.9572654 0.0292943 0.0282932 0.0058832 0.0005541 0.0007067 0.0007676 0.0006321 0.0000937 0.0000241
C12 0.0000231 0.0002033 0.0007599 0.0001932 0.0043075 0.0005714 0.0002627 0.0004254 0.0228922 0.4851735 0.0292943 3.9626072 0.0314770 0.0068488 0.0191025 0.0168674 0.0091904 0.0004570 0.0001655 0.0000039
C13 0.0001322 0.0021824 0.0006473 0.0001006 0.0089067 0.0110636 0.0132888 0.0028674 0.0295922 0.4530537 0.0282932 0.0314770 3.9568238 0.0069804 0.0005682 0.0006151 0.0003360 0.0008681 0.0001198 0.0000191
C14 0.0042434 0.0312967 0.0387935 0.0022357 0.0383119 0.0046163 0.0016453 0.0016955 0.6645063 0.0233119 0.0058832 0.0068488 0.0069804 3.6996474 0.4159849 0.0416812 0.0408017 0.6209086 0.0229080 0.0003724
N15 0.0008310 0.0043810 0.0032164 0.0002207 0.0045644 0.0008212 0.0003525 0.0003385 0.0292724 0.0041182 0.0005541 0.0191025 0.0005682 0.4159849 4.6180382 0.8574127 0.7491956 0.0387912 0.0143744 0.0001043
O16 0.0004832 0.0018587 0.0029294 0.0001966 0.0015548 0.0003362 0.0001366 0.0003139 0.0111379 0.0018434 0.0007067 0.0168674 0.0006151 0.0416812 0.8574127 7.1827077 0.2199706 0.0132602 0.0035017 0.0000388
O17 0.0005079 0.0020119 0.0032317 0.0002156 0.0016249 0.0003214 0.0001876 0.0001050 0.0111238 0.0010196 0.0007676 0.0091904 0.0003360 0.0408017 0.7491956 0.2199706 7.3177217 0.0150536 0.0144634 0.0001142
C18 0.0245864 0.6769577 0.0394078 0.0046315 0.0439672 0.0038813 0.0034247 0.0037744 0.0276035 0.0035975 0.0006321 0.0004570 0.0008681 0.6209086 0.0387912 0.0132602 0.0150536 3.8681621 0.5091756 0.0038059
C19 0.0154330 0.0258300 0.0049758 0.0008351 0.0026383 0.0002591 0.0002343 0.0002487 0.0033535 0.0007068 0.0000937 0.0001655 0.0001198 0.0229080 0.0143744 0.0035017 0.0144634 0.5091756 3.9834945 0.0151885
