

C1 3.6901686 0.4247957 0.0120977 0.0211167 0.0042784 0.0005286 0.0000398 0.0000986 0.0001653 0.0007106 0.0002495 0.0001590 0.0000194 0.0000449 0.0000024 0.0000031 0.0000029 0.0000002 0.0000002 0.0000001 0.0000000 0.4653497
O2 0.4247957 7.9094349 0.4352781 0.1323559 0.0338159 0.0138960 0.0012509 0.0018630 0.0010335 0.0056406 0.0029464 0.0011306 0.0002142 0.0002589 0.0000177 0.0000227 0.0000163 0.0000014 0.0000009 0.0000005 0.0000001 0.0328510
C3 0.0120977 0.4352781 2.9395757 0.6618683 0.5075279 0.0279012 0.0054520 0.0047539 0.0037145 0.0260490 0.0104656 0.0014428 0.0006040 0.0001801 0.0000272 0.0000299 0.0000094 0.0000008 0.0000006 0.0000003 0.0000001 0.0036649
O4 0.0211167 0.1323559 0.6618683 8.0207003 0.0513317 0.0172628 0.0030968 0.0078945 0.0017914 0.0180086 0.0700874 0.0165486 0.0023819 0.0030803 0.0001755 0.0002167 0.0001753 0.0000116 0.0000073 0.0000040 0.0000008 0.0028053
C5 0.0042784 0.0338159 0.5075279 0.0513317 3.8741690 0.6641893 0.0353002 0.0403520 0.0309842 0.6337273 0.0432113 0.0088992 0.0033676 0.0013882 0.0002091 0.0001614 0.0000617 0.0000058 0.0000024 0.0000015 0.0000003 0.0005870
C6 0.0005286 0.0138960 0.0279012 0.0172628 0.6641893 3.9437127 0.7055744 0.0362581 0.0493095 0.0326934 0.0062797 0.0010414 0.0007527 0.0005243 0.0000683 0.0000463 0.0000200 0.0000029 0.0000016 0.0000006 0.0000002 0.0002162
C7 0.0000398 0.0012509 0.0054520 0.0030968 0.0353002 0.7055744 3.9505255 0.6830929 0.0377056 0.0414013 0.0103694 0.0020100 0.0009607 0.0003510 0.0000742 0.0000896 0.0000094 0.0000034 0.0000015 0.0000005 0.0000003 0.0000194
C8 0.0000986 0.0018630 0.0047539 0.0078945 0.0403520 0.0362581 0.6830929 3.9449521 0.7023828 0.0349061 0.0080690 0.0015081 0.0019143 0.0005883 0.0001409 0.0001175 0.0000253 0.0000083 0.0000083 0.0000008 0.0000007 0.0001424
C9 0.0001653 0.0010335 0.0037145 0.0017914 0.0309842 0.0493095 0.0377056 0.7023828 3.9479744 0.6441675 0.0459227 0.0108100 0.0111580 0.0024460 0.0004094 0.0002910 0.0000996 0.0000121 0.0000135 0.0000023 0.0000013 0.0000369
C10 0.0007106 0.0056406 0.0260490 0.0180086 0.6337273 0.0326934 0.0414013 0.0349061 0.6441675 3.5943409 0.5280187 0.0205721 0.0150414 0.0024613 0.0005224 0.0002099 0.0000852 0.0000093 0.0000095 0.0000020 0.0000009 0.0002736
