                                                       3868conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          C1        C2        C3        C4        O5        C6        C7        C8        C9        C10       C11       O12       H13       H14       H15       H16       H17       H18       H19       H20       H21       H22       H23       H24       H25       H26       H27       H28       H29       H30       

C1    3.9802734 0.4688901 0.0270870 0.0023913 0.0013169 0.0045935 0.0004668 0.0001333 0.0000359 0.0000612 0.0007357 0.0487935 0.4718219 0.4832213 0.4726828 0.0204840 0.0030329 0.0138553 0.0004241 0.0008872 0.0001080 0.0000265 0.0000568 0.0000140 0.0000090 0.0000061 0.0000099 0.0000228 0.0001440 0.0006279
C2    0.4688901 3.4779727 0.4655596 0.0204768 0.0093783 0.0096848 0.0040522 0.0009118 0.0001663 0.0004053 0.0042055 0.4200845 0.0189016 0.0200169 0.0177085 0.4434996 0.0193509 0.0171144 0.0046415 0.0028283 0.0005711 0.0001896 0.0002213 0.0000515 0.0000545 0.0000174 0.0000232 0.0001145 0.0003814 0.0056939
C3    0.0270870 0.4655596 3.9059548 0.4725442 0.0496610 0.0029186 0.0010350 0.0001986 0.0000511 0.0001324 0.0006560 0.0369052 0.0107521 0.0016997 0.0043137 0.0200594 0.4699666 0.4654240 0.0196962 0.0201405 0.0002514 0.0006141 0.0000252 0.0001409 0.0000154 0.0000085 0.0000147 0.0001107 0.0001074 0.0004560
C4    0.0023913 0.0204768 0.4725442 3.5674930 0.4317182 0.0111521 0.0040856 0.0004778 0.0001699 0.0008304 0.0041630 0.0236856 0.0009502 0.0002526 0.0007194 0.0023418 0.0198800 0.0196985 0.4639300 0.4411543 0.0003930 0.0050858 0.0000307 0.0001688 0.0000235 0.0000274 0.0002366 0.0000628 0.0006354 0.0002792
O5    0.0013169 0.0093783 0.0496610 0.4317182 7.9134102 0.3964246 0.0444686 0.0063849 0.0006831 0.0055106 0.0458880 0.0646615 0.0006070 0.0001550 0.0003937 0.0010186 0.0083447 0.0088120 0.0284251 0.0373975 0.0074918 0.0091938 0.0009687 0.0064669 0.0002467 0.0001215 0.0010959 0.0006355 0.0128378 0.0029221
C6    0.0045935 0.0096848 0.0029186 0.0111521 0.3964246 3.1117597 0.4435043 0.0191074 0.0037243 0.0201163 0.4415064 0.3948695 0.0002698 0.0008580 0.0005353 0.0011887 0.0002553 0.0002521 0.0037027 0.0036775 0.0164055 0.0179821 0.0056439 0.0018291 0.0003045 0.0003531 0.0052837 0.0026895 0.0155315 0.0170086
C7    0.0004668 0.0040522 0.0010350 0.0040856 0.0444686 0.4435043 3.8744428 0.4923868 0.0223192 0.0142209 0.0180459 0.0463671 0.0000440 0.0001180 0.0001021 0.0006084 0.0003031 0.0001965 0.0002157 0.0062742 0.4578413 0.4639829 0.0230303 0.0209539 0.0017504 0.0035456 0.0014516 0.0060025 0.0008272 0.0035496
C8    0.0001333 0.0009118 0.0001986 0.0004778 0.0063849 0.0191074 0.4923868 3.8803091 0.4892812 0.0208146 0.0085873 0.0055723 0.0000099 0.0000489 0.0000266 0.0001365 0.0000280 0.0000309 0.0000322 0.0005901 0.0205828 0.0196962 0.4711115 0.4677878 0.0203325 0.0222806 0.0057762 0.0012845 0.0029236 0.0008475
C9    0.0000359 0.0001663 0.0000511 0.0001699 0.0006831 0.0037243 0.0223192 0.4892812 3.8716205 0.4894015 0.0261950 0.0009060 0.0000084 0.0000055 0.0000051 0.0002119 0.0000199 0.0000092 0.0000146 0.0002117 0.0031291 0.0054323 0.0216112 0.0195899 0.4736336 0.4660284 0.0220510 0.0195205 0.0084854 0.0053667
C10   0.0000612 0.0004053 0.0001324 0.0008304 0.0055106 0.0201163 0.0142209 0.0208146 0.4894015 3.8792010 0.4894687 0.0054570 0.0000144 0.0000107 0.0000194 0.0004584 0.0000338 0.0000218 0.0002447 0.0000777 0.0065063 0.0013939 0.0033911 0.0017101 0.0218321 0.0216735 0.4705554 0.4654472 0.0201862 0.0193597
