                                                       4239conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          C1        C2        C3        C4        C5        C6        C7        C8        O9        C10       C11       C12       C13       C14       C15       O16       H17       H18       H19       H20       H21       H22       H23       H24       H25       H26       H27       H28       H29       H30       H31       H32       H33       H34       H35       H36       H37       H38       H39       H40       H41       H42       H43       H44       

C1    3.9583502 0.5011823 0.0245338 0.0109059 0.0009694 0.0000650 0.0000854 0.0000107 0.0000074 0.0000113 0.0000014 0.0000004 0.0000002 0.0000001 0.0000000 0.0000277 0.4785409 0.4756419 0.4693335 0.0207887 0.0213995 0.0056039 0.0056249 0.0010603 0.0164638 0.0003984 0.0000833 0.0000744 0.0001384 0.0001312 0.0000033 0.0000008 0.0000170 0.0000003 0.0000009 0.0000001 0.0000001 0.0000015 0.0000002 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000
C2    0.5011823 3.8760810 0.4792044 0.0263253 0.0059334 0.0003641 0.0011338 0.0002442 0.0000331 0.0000100 0.0000029 0.0000010 0.0000004 0.0000001 0.0000001 0.0001954 0.0221220 0.0216987 0.0203858 0.4705227 0.4700683 0.0209239 0.0224935 0.0070153 0.0045153 0.0003022 0.0010284 0.0000444 0.0010348 0.0002991 0.0000472 0.0000073 0.0000118 0.0000017 0.0000009 0.0000004 0.0000003 0.0000022 0.0000004 0.0000001 0.0000001 0.0000001 0.0000004 0.0000001
C3    0.0245338 0.4792044 3.8730559 0.4978715 0.0218885 0.0027834 0.0098804 0.0013063 0.0002135 0.0000518 0.0000090 0.0000041 0.0000010 0.0000002 0.0000001 0.0005082 0.0051861 0.0016077 0.0093278 0.0203298 0.0226772 0.4561230 0.4686460 0.0219127 0.0200461 0.0026991 0.0066142 0.0002254 0.0075693 0.0032094 0.0001983 0.0000429 0.0000664 0.0000049 0.0000040 0.0000020 0.0000010 0.0000081 0.0000006 0.0000001 0.0000001 0.0000001 0.0000007 0.0000001
C4    0.0109059 0.0263253 0.4978715 3.8682847 0.5024524 0.0209220 0.0026879 0.0002996 0.0001877 0.0006174 0.0001289 0.0000500 0.0000064 0.0000028 0.0000003 0.0079557 0.0021308 0.0049208 0.0047034 0.0046029 0.0057383 0.0190572 0.0209692 0.4583672 0.4516723 0.0191100 0.0224271 0.0026789 0.0006911 0.0003806 0.0000485 0.0000583 0.0006151 0.0000133 0.0000517 0.0000021 0.0000095 0.0000125 0.0000047 0.0000006 0.0000008 0.0000001 0.0000008 0.0000003
C5    0.0009694 0.0059334 0.0218885 0.5024524 3.8765978 0.4821221 0.0208551 0.0035901 0.0013151 0.0051752 0.0007130 0.0000815 0.0000473 0.0000080 0.0000012 0.0467581 0.0002373 0.0005390 0.0002925 0.0004042 0.0013362 0.0015287 0.0029326 0.0228536 0.0191053 0.4524727 0.4592184 0.0200067 0.0046929 0.0013989 0.0003794 0.0007436 0.0072037 0.0001116 0.0002371 0.0000173 0.0000164 0.0000918 0.0000251 0.0000021 0.0000014 0.0000004 0.0000020 0.0000008
C6    0.0000650 0.0003641 0.0027834 0.0209220 0.4821221 3.5210543 0.4732512 0.0199356 0.0042057 0.0118546 0.0047760 0.0011473 0.0000555 0.0000317 0.0000043 0.4149457 0.0000129 0.0000466 0.0001002 0.0001800 0.0000514 0.0011115 0.0002364 0.0061022 0.0023562 0.0197512 0.0207785 0.4450890 0.0175813 0.0209736 0.0032283 0.0046043 0.0022350 0.0002923 0.0002630 0.0000448 0.0003172 0.0000463 0.0000089 0.0000137 0.0000077 0.0000010 0.0000036 0.0000057
C7    0.0000854 0.0011338 0.0098804 0.0026879 0.0208551 0.4732512 3.9006352 0.4650697 0.0482761 0.0077879 0.0008613 0.0002429 0.0000429 0.0000055 0.0000037 0.0407272 0.0000216 0.0000099 0.0001706 0.0002901 0.0000439 0.0126292 0.0013635 0.0002682 0.0001917 0.0027097 0.0063209 0.0188049 0.4593246 0.4668084 0.0192636 0.0214180 0.0025028 0.0002196 0.0002228 0.0002469 0.0000450 0.0000513 0.0000123 0.0000030 0.0000010 0.0000007 0.0000129 0.0000029
C8    0.0000107 0.0002442 0.0013063 0.0002996 0.0035901 0.0199356 0.4650697 3.5514052 0.4299026 0.0106213 0.0025579 0.0007981 0.0001026 0.0000109 0.0000149 0.0304518 0.0000065 0.0000027 0.0000177 0.0000782 0.0000090 0.0013799 0.0001118 0.0000549 0.0000228 0.0002331 0.0010914 0.0013737 0.0188740 0.0213179 0.4509218 0.4573294 0.0016284 0.0006255 0.0005623 0.0005485 0.0000866 0.0001189 0.0000225 0.0000043 0.0000020 0.0000014 0.0000543 0.0000045
O9    0.0000074 0.0000331 0.0002135 0.0001877 0.0013151 0.0042057 0.0482761 0.4299026 7.9324781 0.4023635 0.0447258 0.0161341 0.0026983 0.0004236 0.0008213 0.0649625 0.0000039 0.0000039 0.0000317 0.0000176 0.0000073 0.0003895 0.0000383 0.0000325 0.0000538 0.0013466 0.0003194 0.0007688 0.0111029 0.0080667 0.0366301 0.0307246 0.0359220 0.0066809 0.0095735 0.0175788 0.0015390 0.0031874 0.0005817 0.0001843 0.0000277 0.0000913 0.0018322 0.0001490
C10   0.0000113 0.0000100 0.0000518 0.0006174 0.0051752 0.0118546 0.0077879 0.0106213 0.4023635 3.1574060 0.4501460 0.0210665 0.0078520 0.0011604 0.0001044 0.4121489 0.0000046 0.0000073 0.0000087 0.0000032 0.0000032 0.0000244 0.0000188 0.0000606 0.0002545 0.0071181 0.0003876 0.0043201 0.0022200 0.0007808 0.0011000 0.0044903 0.4195681 0.0180414 0.0183153 0.0020384 0.0057738 0.0064360 0.0004936 0.0004098 0.0000581 0.0000251 0.0001018 0.0000694
