                                                       4659conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          C1        C2        C3        C4        C5        C6        C7        C8        C9        C10       C11       C12       C13       C14       C15       H16       H17       H18       H19       H20       H21       H22       H23       H24       H25       H26       H27       H28       H29       H30       H31       H32       H33       H34       H35       H36       H37       H38       H39       

C1    3.9651336 0.5124688 0.0344105 0.0050106 0.0005901 0.0038364 0.0246321 0.0001449 0.0000604 0.0001056 0.0002099 0.0007183 0.0000485 0.0002506 0.0000183 0.4748609 0.4764913 0.4729774 0.0084305 0.0008566 0.0001228 0.0004037 0.0007178 0.0017155 0.0071791 0.0000090 0.0000052 0.0000627 0.0000114 0.0000768 0.0000147 0.0000641 0.0000179 0.0005115 0.0001034 0.0000409 0.0000039 0.0000244 0.0000036
C2    0.5124688 3.8967420 0.8475176 0.0295472 0.0068819 0.0290656 0.5018712 0.0009757 0.0002668 0.0010740 0.0014077 0.0095911 0.0003880 0.0032816 0.0001510 0.0220333 0.0203621 0.0241984 0.0309518 0.0118562 0.0016547 0.0109219 0.0048675 0.0225433 0.0193336 0.0000513 0.0000427 0.0002489 0.0000625 0.0005315 0.0001696 0.0010648 0.0002540 0.0045837 0.0004308 0.0007392 0.0000194 0.0002787 0.0000297
C3    0.0344105 0.8475176 3.9673865 0.5131684 0.0218419 0.0153385 0.0308767 0.0039014 0.0006417 0.0016874 0.0049896 0.0219313 0.0037379 0.0134836 0.0006760 0.0079849 0.0072768 0.0133217 0.4654235 0.0226288 0.0023798 0.0086948 0.0024148 0.0122220 0.0060268 0.0001461 0.0000880 0.0001220 0.0001457 0.0010250 0.0002979 0.0030806 0.0003346 0.0136137 0.0031445 0.0017808 0.0000892 0.0007755 0.0000644
C4    0.0050106 0.0295472 0.5131684 3.8165399 0.4547207 0.0213145 0.0047026 0.0245468 0.0034922 0.0135649 0.0238726 0.4792459 0.0194586 0.0028326 0.0045648 0.0009916 0.0005032 0.0009007 0.0175566 0.4396589 0.0180935 0.0054724 0.0057091 0.0010199 0.0004187 0.0005232 0.0003571 0.0002153 0.0006818 0.0053341 0.0021555 0.0198262 0.0062329 0.0010903 0.0002696 0.0002914 0.0005117 0.0059443 0.0002630
C5    0.0005901 0.0068819 0.0218419 0.4547207 3.8179214 0.4894889 0.0276207 0.5031203 0.0189361 0.0321216 0.0064365 0.0255689 0.0052989 0.0002459 0.0008272 0.0001699 0.0001897 0.0001275 0.0056951 0.0190227 0.4332060 0.0190203 0.0193668 0.0098328 0.0051544 0.0037853 0.0012030 0.0026445 0.0060114 0.0007545 0.0008283 0.0095832 0.0008968 0.0001513 0.0000924 0.0000887 0.0001080 0.0007277 0.0001103
C6    0.0038364 0.0290656 0.0153385 0.0213145 0.4894889 3.8751933 0.4768489 0.0212491 0.0091099 0.0053045 0.0005427 0.0041696 0.0010631 0.0001317 0.0000891 0.0009814 0.0008307 0.0003468 0.0007127 0.0023838 0.0189585 0.4609725 0.4671639 0.0195920 0.0197098 0.0007900 0.0005576 0.0097431 0.0009372 0.0000971 0.0000936 0.0007909 0.0002565 0.0001275 0.0000127 0.0000474 0.0000137 0.0000575 0.0000158
C7    0.0246321 0.5018712 0.0308767 0.0047026 0.0276207 0.4768489 3.8947296 0.0051111 0.0011009 0.0013082 0.0001703 0.0006594 0.0000917 0.0002898 0.0000397 0.0071767 0.0049313 0.0020445 0.0059365 0.0008730 0.0120890 0.0206850 0.0213227 0.4561570 0.4716628 0.0000863 0.0000672 0.0012862 0.0003317 0.0000520 0.0000428 0.0002539 0.0000266 0.0002040 0.0001620 0.0000848 0.0000062 0.0000445 0.0000054
C8    0.0001449 0.0009757 0.0039014 0.0245468 0.5031203 0.0212491 0.0051111 3.8943104 0.5069851 0.8553922 0.0316030 0.0054134 0.0006486 0.0001111 0.0007557 0.0000593 0.0000531 0.0000580 0.0009059 0.0095135 0.0229650 0.0014881 0.0029182 0.0008679 0.0011179 0.0210775 0.0245220 0.0194754 0.0295705 0.0118738 0.0117599 0.0010238 0.0003466 0.0000373 0.0000531 0.0000586 0.0003909 0.0002755 0.0003822
C9    0.0000604 0.0002668 0.0006417 0.0034922 0.0189361 0.0091099 0.0011009 0.5069851 3.9610955 0.0381861 0.0055878 0.0004477 0.0001473 0.0000275 0.0000714 0.0000065 0.0000235 0.0000058 0.0002728 0.0002780 0.0012087 0.0006731 0.0076719 0.0001028 0.0000466 0.4757149 0.4725722 0.4735382 0.0092498 0.0009732 0.0009042 0.0000987 0.0000517 0.0000072 0.0000121 0.0000062 0.0000464 0.0000190 0.0000284
C10   0.0001056 0.0010740 0.0016874 0.0135649 0.0321216 0.0053045 0.0013082 0.8553922 0.0381861 3.9762710 0.5225141 0.0196545 0.0042534 0.0011319 0.0010786 0.0000262 0.0000398 0.0000895 0.0002786 0.0082735 0.0139258 0.0005214 0.0002943 0.0007755 0.0002675 0.0098184 0.0145117 0.0064040 0.4743630 0.0219229 0.0225339 0.0018006 0.0007502 0.0000680 0.0001672 0.0001585 0.0005893 0.0003104 0.0002299
C11   0.0002099 0.0014077 0.0049896 0.0238726 0.0064365 0.0005427 0.0001703 0.0316030 0.0055878 0.5225141 3.8909164 0.4745789 0.0256894 0.0053651 0.0132839 0.0001022 0.0000177 0.0000495 0.0001536 0.0065899 0.0011231 0.0000567 0.0000891 0.0000773 0.0000509 0.0007281 0.0009194 0.0012262 0.0202532 0.4604563 0.4413235 0.0197162 0.0069279 0.0005019 0.0006880 0.0007600 0.0053927 0.0047277 0.0027368
