                                                       2490conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          C1        C2        C3        C4        O5        C6        O7        C8        O9        C10       C11       C12       C13       C14       C15       H16       H17       H18       H19       H20       H21       H22       H23       H24       H25       H26       H27       H28       H29       H30       H31       

C1    3.9494058 0.4997225 0.0296158 0.0217003 0.0035364 0.0016001 0.0226615 0.0002549 0.0000833 0.0000062 0.0000062 0.0000016 0.0000005 0.0000007 0.0000010 0.4720588 0.4719134 0.4648020 0.0214565 0.0048097 0.0103594 0.0028015 0.0027342 0.0063014 0.0000262 0.0000771 0.0000051 0.0000001 0.0000001 0.0000001 0.0000004
C2    0.4997225 3.7992302 0.4784600 0.4816962 0.0350205 0.0026637 0.0042364 0.0003958 0.0000692 0.0000122 0.0000029 0.0000007 0.0000004 0.0000022 0.0000034 0.0200136 0.0238275 0.0192594 0.4516332 0.0192825 0.0193208 0.0201889 0.0202802 0.0202466 0.0001364 0.0000933 0.0000038 0.0000002 0.0000001 0.0000003 0.0000003
C3    0.0296158 0.4784600 3.9746543 0.0253502 0.0078529 0.0003930 0.0005121 0.0000460 0.0000112 0.0000015 0.0000008 0.0000002 0.0000002 0.0000003 0.0000006 0.0069468 0.0047931 0.0082709 0.0226829 0.4765932 0.4729640 0.4801549 0.0066751 0.0073907 0.0000121 0.0000575 0.0000006 0.0000001 0.0000000 0.0000001 0.0000001
C4    0.0217003 0.4816962 0.0253502 3.5697984 0.4070769 0.0118834 0.0104636 0.0038625 0.0006580 0.0001311 0.0000161 0.0000016 0.0000012 0.0000120 0.0000338 0.0037016 0.0062894 0.0012240 0.0236228 0.0087211 0.0013667 0.0041639 0.4493411 0.4429320 0.0001977 0.0001816 0.0000195 0.0000006 0.0000002 0.0000034 0.0000021
O5    0.0035364 0.0350205 0.0078529 0.4070769 7.9758673 0.4316102 0.1439184 0.0343496 0.0054688 0.0007146 0.0001248 0.0000158 0.0000211 0.0000762 0.0002151 0.0005134 0.0006170 0.0009851 0.0073407 0.0031674 0.0017549 0.0012812 0.0359056 0.0367129 0.0046714 0.0046397 0.0001249 0.0000041 0.0000025 0.0000161 0.0000199
C6    0.0016001 0.0026637 0.0003930 0.0118834 0.4316102 2.8991767 0.6816853 0.4548039 0.0312522 0.0039384 0.0011876 0.0000921 0.0000859 0.0002066 0.0005569 0.0003407 0.0002087 0.0014318 0.0004377 0.0000894 0.0002546 0.0000678 0.0031028 0.0046950 0.0216074 0.0201937 0.0012361 0.0000295 0.0000120 0.0000411 0.0000540
O7    0.0226615 0.0042364 0.0005121 0.0104636 0.1439184 0.6816853 8.0473885 0.0474347 0.0382963 0.0015360 0.0010571 0.0002293 0.0001081 0.0000934 0.0001996 0.0107399 0.0032574 0.0107724 0.0006848 0.0002367 0.0002024 0.0001007 0.0063319 0.0016043 0.0100391 0.0090981 0.0007055 0.0000238 0.0000173 0.0000091 0.0001203
C8    0.0002549 0.0003958 0.0000460 0.0038625 0.0343496 0.4548039 0.0474347 3.5674002 0.4394430 0.0136534 0.0121026 0.0010665 0.0006239 0.0011515 0.0046279 0.0001646 0.0000646 0.0000921 0.0002582 0.0000123 0.0000422 0.0000111 0.0004303 0.0003997 0.4421810 0.4459959 0.0141063 0.0000703 0.0001002 0.0002005 0.0002852
O9    0.0000833 0.0000692 0.0000112 0.0006580 0.0054688 0.0312522 0.0382963 0.4394430 7.8503891 0.4524641 0.0528474 0.0074776 0.0115876 0.0072944 0.0512239 0.0000383 0.0000332 0.0000425 0.0000515 0.0000095 0.0000211 0.0000041 0.0000708 0.0000996 0.0351721 0.0322747 0.0061141 0.0011818 0.0008490 0.0007917 0.0075420
C10   0.0000062 0.0000122 0.0000015 0.0001311 0.0007146 0.0039384 0.0015360 0.0136534 0.4524641 3.5771383 0.6545054 0.0347724 0.0436336 0.0364485 0.6602358 0.0000023 0.0000025 0.0000039 0.0000097 0.0000008 0.0000015 0.0000005 0.0000112 0.0000208 0.0027482 0.0024021 0.0242382 0.0050128 0.0024948 0.0048775 0.0237574
C11   0.0000062 0.0000029 0.0000008 0.0000161 0.0001248 0.0011876 0.0010571 0.0121026 0.0528474 0.6545054 3.9571439 0.6992637 0.0365544 0.0491833 0.0343275 0.0000044 0.0000023 0.0000025 0.0000016 0.0000005 0.0000016 0.0000003 0.0000049 0.0000026 0.0065424 0.0066916 0.4715142 0.0245442 0.0049770 0.0026619 0.0043463
C12   0.0000016 0.0000007 0.0000002 0.0000016 0.0000158 0.0000921 0.0002293 0.0010665 0.0074776 0.0347724 0.6992637 3.9325311 0.6941303 0.0390222 0.0506939 0.0000011 0.0000008 0.0000008 0.0000004 0.0000003 0.0000005 0.0000002 0.0000014 0.0000005 0.0005977 0.0006162 0.0225221 0.4808597 0.0235137 0.0051057 0.0027616
C13   0.0000005 0.0000004 0.0000002 0.0000012 0.0000211 0.0000859 0.0001081 0.0006239 0.0115876 0.0436336 0.0365544 0.6941303 3.9489294 0.6933909 0.0358236 0.0000003 0.0000003 0.0000004 0.0000002 0.0000003 0.0000008 0.0000001 0.0000011 0.0000004 0.0007499 0.0006726 0.0049027 0.0250224 0.4825742 0.0236949 0.0047775
C14   0.0000007 0.0000022 0.0000003 0.0000120 0.0000762 0.0002066 0.0000934 0.0011515 0.0072944 0.0364485 0.0491833 0.0390222 0.6933909 3.9451562 0.6976021 0.0000003 0.0000005 0.0000006 0.0000014 0.0000003 0.0000004 0.0000002 0.0000029 0.0000018 0.0003422 0.0003046 0.0028460 0.0052039 0.0252604 0.4800671 0.0231227
C15   0.0000010 0.0000034 0.0000006 0.0000338 0.0002151 0.0005569 0.0001996 0.0046279 0.0512239 0.6602358 0.0343275 0.0506939 0.0358236 0.6976021 3.9435709 0.0000006 0.0000009 0.0000012 0.0000034 0.0000004 0.0000019 0.0000003 0.0000036 0.0000048 0.0007082 0.0006349 0.0039389 0.0028219 0.0050013 0.0254756 0.4765788
H16   0.4720588 0.0200136 0.0069468 0.0037016 0.0005134 0.0003407 0.0107399 0.0001646 0.0000383 0.0000023 0.0000044 0.0000011 0.0000003 0.0000003 0.0000006 0.4268983 0.0195606 0.0161209 0.0011396 0.0018044 0.0009269 0.0003796 0.0019207 0.0003511 0.0000147 0.0000208 0.0000033 0.0000000 0.0000001 0.0000000 0.0000002
H17   0.4719134 0.0238275 0.0047931 0.0062894 0.0006170 0.0002087 0.0032574 0.0000646 0.0000332 0.0000025 0.0000023 0.0000008 0.0000003 0.0000005 0.0000009 0.0195606 0.4610587 0.0185273 0.0056020 0.0005927 0.0008553 0.0022933 0.0002509 0.0012748 0.0000063 0.0000171 0.0000016 0.0000000 0.0000001 0.0000001 0.0000002
H18   0.4648020 0.0192594 0.0082709 0.0012240 0.0009851 0.0014318 0.0107724 0.0000921 0.0000425 0.0000039 0.0000025 0.0000008 0.0000004 0.0000006 0.0000012 0.0161209 0.0185273 0.4229875 0.0068799 0.0005439 0.0094171 0.0004628 0.0001891 0.0003525 0.0000222 0.0000531 0.0000013 0.0000001 0.0000000 0.0000001 0.0000002
H19   0.0214565 0.4516332 0.0226829 0.0236228 0.0073407 0.0004377 0.0006848 0.0002582 0.0000515 0.0000097 0.0000016 0.0000004 0.0000002 0.0000014 0.0000034 0.0011396 0.0056020 0.0068799 0.4445943 0.0008830 0.0053177 0.0051856 0.0034088 0.0028317 0.0000236 0.0000209 0.0000018 0.0000001 0.0000000 0.0000003 0.0000002
H20   0.0048097 0.0192825 0.4765932 0.0087211 0.0031674 0.0000894 0.0002367 0.0000123 0.0000095 0.0000008 0.0000005 0.0000003 0.0000003 0.0000003 0.0000004 0.0018044 0.0005927 0.0005439 0.0008830 0.4457792 0.0180942 0.0191451 0.0006599 0.0077840 0.0000015 0.0000123 0.0000002 0.0000001 0.0000000 0.0000001 0.0000001
H21   0.0103594 0.0193208 0.4729640 0.0013667 0.0017549 0.0002546 0.0002024 0.0000422 0.0000211 0.0000015 0.0000016 0.0000005 0.0000008 0.0000004 0.0000019 0.0009269 0.0008553 0.0094171 0.0053177 0.0180942 0.4405902 0.0200030 0.0006226 0.0004741 0.0000062 0.0000584 0.0000004 0.0000001 0.0000001 0.0000000 0.0000001
H22   0.0028015 0.0201889 0.4801549 0.0041639 0.0012812 0.0000678 0.0001007 0.0000111 0.0000041 0.0000005 0.0000003 0.0000002 0.0000001 0.0000002 0.0000003 0.0003796 0.0022933 0.0004628 0.0051856 0.0191451 0.0200030 0.4471009 0.0010283 0.0003685 0.0000031 0.0000150 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000
H23   0.0027342 0.0202802 0.0066751 0.4493411 0.0359056 0.0031028 0.0063319 0.0004303 0.0000708 0.0000112 0.0000049 0.0000014 0.0000011 0.0000029 0.0000036 0.0019207 0.0002509 0.0001891 0.0034088 0.0006599 0.0006226 0.0010283 0.4309456 0.0175124 0.0001364 0.0001664 0.0000051 0.0000001 0.0000001 0.0000003 0.0000004
H24   0.0063014 0.0202466 0.0073907 0.4429320 0.0367129 0.0046950 0.0016043 0.0003997 0.0000996 0.0000208 0.0000026 0.0000005 0.0000004 0.0000018 0.0000048 0.0003511 0.0012748 0.0003525 0.0028317 0.0077840 0.0004741 0.0003685 0.0175124 0.4260890 0.0000222 0.0000226 0.0000024 0.0000002 0.0000001 0.0000005 0.0000007
H25   0.0000262 0.0001364 0.0000121 0.0001977 0.0046714 0.0216074 0.0100391 0.4421810 0.0351721 0.0027482 0.0065424 0.0005977 0.0007499 0.0003422 0.0007082 0.0000147 0.0000063 0.0000222 0.0000236 0.0000015 0.0000062 0.0000031 0.0001364 0.0000222 0.3949725 0.0144970 0.0063054 0.0000382 0.0000609 0.0000179 0.0000684
H26   0.0000771 0.0000933 0.0000575 0.0001816 0.0046397 0.0201937 0.0090981 0.4459959 0.0322747 0.0024021 0.0066916 0.0006162 0.0006726 0.0003046 0.0006349 0.0000208 0.0000171 0.0000531 0.0000209 0.0000123 0.0000584 0.0000150 0.0001664 0.0000226 0.0144970 0.3951058 0.0075088 0.0000445 0.0000597 0.0000170 0.0000692
H27   0.0000051 0.0000038 0.0000006 0.0000195 0.0001249 0.0012361 0.0007055 0.0141063 0.0061141 0.0242382 0.4715142 0.0225221 0.0049027 0.0028460 0.0039389 0.0000033 0.0000016 0.0000013 0.0000018 0.0000002 0.0000004 0.0000002 0.0000051 0.0000024 0.0063054 0.0075088 0.4249688 0.0033277 0.0007800 0.0001527 0.0012892
H28   0.0000001 0.0000002 0.0000001 0.0000006 0.0000041 0.0000295 0.0000238 0.0000703 0.0011818 0.0050128 0.0245442 0.4808597 0.0250224 0.0052039 0.0028219 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000002 0.0000382 0.0000445 0.0033277 0.4326692 0.0031033 0.0011203 0.0001695
H29   0.0000001 0.0000001 0.0000000 0.0000002 0.0000025 0.0000120 0.0000173 0.0001002 0.0008490 0.0024948 0.0049770 0.0235137 0.4825742 0.0252604 0.0050013 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000609 0.0000597 0.0007800 0.0031033 0.4309409 0.0032511 0.0007837
H30   0.0000001 0.0000003 0.0000001 0.0000034 0.0000161 0.0000411 0.0000091 0.0002005 0.0007917 0.0048775 0.0026619 0.0051057 0.0236949 0.4800671 0.0254756 0.0000000 0.0000001 0.0000001 0.0000003 0.0000001 0.0000000 0.0000000 0.0000003 0.0000005 0.0000179 0.0000170 0.0001527 0.0011203 0.0032511 0.4302206 0.0036183
H31   0.0000004 0.0000003 0.0000001 0.0000021 0.0000199 0.0000540 0.0001203 0.0002852 0.0075420 0.0237574 0.0043463 0.0027616 0.0047775 0.0231227 0.4765788 0.0000002 0.0000002 0.0000002 0.0000002 0.0000001 0.0000001 0.0000000 0.0000004 0.0000007 0.0000684 0.0000692 0.0012892 0.0001695 0.0007837 0.0036183 0.4144024
